Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	Fex_c_2011
3918823	1	4	1	60	52	1	2	2	5	1	1	1	1	1	10		1		940000	2			2		2		2		2		98				1		1	2		2	2	2			2			430000	260000	2	1	1	2		.						.	10			2	2				2						52	40		.	0	3		9	7		1	1	1	2	1								1		1	1	6	4		2					4	1		1				2				2														1	1	1	2	3		2	1	44	75	1	1	7530			940000	01	52	154.66181438244
3918828	1	1	1	60	52	2									180																																							7		1	400000	1		3		12												2	2	52	55		.	55			2	1		2				1								1		2	1	36	4		2					2	2		2				2				2														1	2	1	2	8		2	1	41	52	1	4	5211			400000	01	52	200.105602467687
3918828	1	2	1	60	52	1	1			1	2	1	2	2	22		1		250000	2			1	90000	2		2		2		60000				2		1	2		2	2	2			2			220000		2	1	2	2		.						.	12			2	2				2						52	66		.	66			1	2		2				1								1		2	1	48	1		1	16	6			0	2		2	2	1	52	2				1	1	2	1	1	2	2	2	2	2	2		1	1	1	2	1	2	8		2	1	54	95	1	3	9500			340000	01	52	200.105602467687
3918828	1	3	1	60	52	1	1			1	1	2	2	2	6		1		480000	2			1	90000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	49		.	49			2	7		2				1								1		2	1	24	1		2					0	2		2				2				2														1	2	1	2	5		1	2	59	92	1	1	9242			570000	01	52	200.105602467687
3918828	1	4	1	60	52	2									96																																							6			700000	1		3		12												3		52	66		.	66			1	4		2				1								1		2	1	36	1		2					0	2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	1	2	5		2	1	98	60	1	4	6031			700000	01	52	200.105602467687
3918828	1	5	1	60	52	1	2	2	12	1	1	1	1	1	66		1		1015400	2			2		2		2		2		74000				1		1	2		2	2	2			1		500000	500000	450000	2	1	1	2		.						.	12			2	2				2						52	60		.	60			9	4		1	1	1	6	1								1		1	1	60	4		1	10	6			0	1		1	2	1	52	2				2														1	2	1	2	5		1	1	35	60	1	1	6021			1015400	01	52	200.105602467687
3918830	1	1	1	60	52	1	1			1	2	2	2	2	0		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	45		.	45			3	7		2				1								1		2	1	3	1		2					0	2		2				2				1	1	2	1	2	1	2	2	2	2	2		1	1	1	2	1	2	8		2	1	81	36	1	1	3611			400000	01	52	226.498847899118
3918830	1	2	1	60	52	2									36																																							6			420000	1		3		12												3		52	35	2		35			1	6		2				1								1		2	1	12	3		1	0	4		30000	2	2		5	1	2	52	2				1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	1	2	3		1	1	53	55	1	4	5529			450000	01	52	226.498847899118
3918830	1	3	1	60	52	2									0																																							6			0	1		2		12												3		52	40		.	40			1	8		2				1								1		2	1	12	1		2					0	2		2				2				1	1	2	1	2	1	2	2	1	2	2		1	1	2	2	2	2	8		2	2	61	01	1	4	0140			0	01	52	226.498847899118
3918830	1	4	1	60	52	1	1			1	2	2	2	2	1																																							2			200000	1		1		1												3		52	6	2		6			1	1		2				1								1		2	1	2	4		2					16	2		2				2				1	1	1	1	2	1	2	2	2	2	1	TRABAJO CON PRESTACIONES	2	1	1	2	1	2	3		2	1	93	36	1	4	3699			200000	01	52	226.498847899118
3918831	1	1	1	60	52	2									36																																							6			200000	1		3		12												2		52	33	2		33			1	6		2				1								1		2	1	276	4		1	6	4		80000	0	2		2	1	2	52	2				2														1	2	2	2	8		1	2	45	52	1	4	5262			280000	01	52	202.035241915391
3918831	1	2	1	60	52	1	1			1	1	2	2	2	0																																							2				1		1		12												3		76	44		.	44			1	7		2				1								1		2	1	14	2		2					0	2		2				2				2														1	2	1	2	5		1	2	84	50	1	4	5020				01	52	202.035241915391
3918831	1	3	1	60	52	2									4																																							6			0	1		1		4												3		52	28	1		0	6		1	9		2				1								1		2	2				2						2		2				1	30	1	1	1	1	1	1	2	2	2	1	2	1	2		1	1	1	2	1	2	3		2	1	55	74	1	4	7493			0	01	52	202.035241915391
3918832	1	1	1	60	52	2									36																																							6			500000	1		3		12												3		52	42		.	42			1	4		2				1								1		2	1	12	1		2					0	2		2				1	24	1	1	1	1	1	1	2	2	2	1	1	1	2		1	1	1	2	1	2	3		1	1	98	60	1	4	6031			500000	01	52	263.31627939807
3918833	1	1	1	60	52	1	2	2	3	1	1	1	1	1	9		2		850000	1	98	1	2		2		2		1	80000	74000	25000		2	1		1	1		2	2	2			2	120000		600000	98	1	1	1	1									12		2	2	2				2						52	48		.	50			9	7		1	1	1	0	1	1									1	1	4	4		2					0	1		1				2				2														1	1	1	2	1		1	1	39	52	1	1	5211			850000	01	52	252.597752322197
3918833	1	4	1	60	52	1	2	1		1	1	2	2	2	1		1		800000	2			2		2		1	98	2								2	2		2	2	2			2			400000		2	1	2	2		.						.	12			2	2				2						52	72		.	72			3	4		2				1								1		2	1	24	1		2					0	2		4				2				1	1	1	1	1	1	2	2	1	2	2		1	1	2	2	2	2	8		1	2	98	60	1	1	6042			800000	01	52	252.597752322197
3918833	1	7	1	60	52	1	1			1	1	2	2	2	0		4			2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						52	44		.	44			3	7		2				1								1		2	1	2	1		2					3	2		2				1	24	1	1	1	1	1	1	2	1	2	2	2	2	2		1	1	1	2	1	2	3		2	2	45	52	1	1	5237				01	52	252.597752322197
3918834	1	1	1	60	52	1	2	1		1	1	1	1	1	96		5		1800000	2			2		2		2		2								2	2		2	2	2			1		98	1800000	98	2	1	1	2		.						.	12			2	2			98	1	1					52	70		.	70			9	7		1	3	1	8	1			1							1	1	12	1		2					12	1		1				2				2														1	1	1	2	2		1	1	32	75	1	2	7524			1800000	01	52	207.186190220563
3918834	2	1	2	60	52	2									60																																							6			650000	1		1		12												2		52	57		.	57			1	5		2				1								1		2	1	5	1		2					0	2		10				1	20	1	1	2														1	2	1	2	8		2	1	41	52	1	4	5233			650000	01	52	207.186190220563
3918835	1	1	1	60	52	2									84																																							6			250000	1		3		12												3		52	24	2		0	1		2	6		2				1								1		2	1	120	4		2					0	2		2				2				2														1	2	1	2	3		1	1	45	37	1	4	3720			250000	01	52	296.492185984894
3918836	1	2	1	60	52	1	2	1		1	1	1	1	1	480		1		300000	2			1		2		2		2								2	2		2	2	2			1		150000	150000		2	1	2	2		.						.	12			2	2				2						52	36	2		0	3		1	2		1	2	3	21	1	1									1	2				2						2		1				2				2														1	1	1	2	8		1	1	54	95	1	3	9500			300000	01	52	147.457526913008
3918836	2	1	2	60	52	1	1			1	1	2	1	1	8		1		300000	2			1		2		2		1	98	67200				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	48		.	48			1	2		2				1			1							2	1	3	3		2					0	2		2				1	18	1	1	1	1	1	1	2	1	2	2	1	1	2		1	2	2	2	1	2	3		2	1	54	95	1	3	9500			300000	01	52	147.457526913008
3918836	2	2	2	60	52	1	2	2	12	1	1	2	1	1	4		3		650000	1	98	2	2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	4			2	2				2						52	48		.	48			9	7		1	1	1	0	1	1									1	2				2						1		1				2				2														1	1	2	2	3		1	1	53	55	1	1	5521			650000	01	52	147.457526913008
3918837	1	1	1	60	52	1	2	2	12	1	1	2	1	1	120		2		760000	1	98	1	2		2		2		2		74000	74000		2	1		1	1		2	2	2			1		680000		730000	2	2	1	1									12		50	2	2				2						52	48		.	98			9	4		1	1	1	10	1	1									1	1	24	4		2					0	1		1				2				2														1	1	1	2	1		1	2	98	60	1	1	6021			760000	01	52	280.624785596107
3918837	1	2	1	60	52	1	1			1	1	2	2	2	15		1		240000	2			1		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	30	2		30			1	2		2				1			1							2	1	12	3		2					36	2		3				2				2														1	2	1	2	2		1	1	54	95	1	3	9500			240000	01	52	280.624785596107
3918838	1	1	1	60	52	2									216																																							6			500000	1		3		12												2		52	40		.	40			1	5		2				1			1							2	1	144	4		2					0	2		2				2				1	1	1	1	2	2	2	2	1	1	2		2	2	1	2	1	2	2		1	1	41	52	1	4	5231			500000	01	52	194.697534986285
3918838	1	2	1	60	52	2									120																																							6			200000	1		1		12												3		52	8	1		4	6		1	1		2				1								1		2	1	48	1		2					0	2		2				1	30	1	1	1	1	1	1	2	2	2	2	1	2	2		1	1	1	2	2	2	3		1	1	94	36	1	4	3699			200000	01	52	194.697534986285
3918838	1	3	1	60	52	2									1																																							6			0	1		1		1												3		52	21	2		21			1	1		2				1								1		2	1	6	6		2					24	2		2				2				1	1	1	1	2	1	2	2	1	2	2		2	1	1	2	1	2	3		2	1	94	36	1	4	3699			0	01	52	194.697534986285
3918839	1	1	1	60	52	2									216																																							6			400000	1		1		12												3		52	30	2		30			1	4		2				1								1		2	1	2	1		2					2	2		2				2				2														1	1	1	2	3		2	1	98	60	1	4	6041			400000	01	52	192.200217125829
3918839	1	3	1	60	52	1	1			1	2	2	2	2	12		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	30	1		30			2	7		2				1			1							2	1	12	1		1	8	4		50000	0	2		2	1	5	52	1	20	1	1	2														1	2	1	2	5		1	1	59	85	1	1	8511			650000	01	52	192.200217125829
3918839	1	4	1	60	52	1	1			1	2	2	2	2	24																																							2				1		1		12												3		52	40		.	16	6		1	7		2				1								1		2	1	1	1		2					0	2		2				1	30	1	1	1	1	1	1	2	2	2	2	1	1	2		1	1	2	2	1	2	3		2	2	85	50	1	4	5020				01	52	192.200217125829
3918839	1	5	1	60	52	1	1			1	1	2	2	2	12		1		200000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	36	2		36			2	7		2				1								1		2	1	48	4		2					0	2		2				2				2														1	2	1	2	8		1	1	45	52	1	1	5239			200000	01	52	192.200217125829
3918839	1	6	1	60	52	2									48																																							7		1	600000	1		3		12												2	2	52	66		.	66			2	7		2				1								1		2	1	180	4		2					0	2		2				2				2														1	1	1	1	8		1	1	41	52	1	5	5239			600000	01	52	192.200217125829
3918839	1	7	1	60	52	1	1			1	1	1	2	2	24		1		450000	2			1		2		2		2								2	2		2	2	2			2			300000		2	1	2	2		.						.	12			2	2				2						52	66		.	66			2	7		2				1			1							2	2				2						2		2				2				2														1	2	1	2	3		1	1	85	52	1	1	5239			450000	01	52	192.200217125829
3918840	1	2	1	60	52	2									60																																							5			150000	1		1		12												3		52	4	2		4			1	5		2				1								1		2	1	360	4		2					0	2		3				2				2														1	2	1	2	3		1	1	45	52	1	4	5261			150000	01	52	110.872454636597
3918840	1	3	1	60	52	1	1			1	1	2	2	2	36																																							4				1		3		12												3		52	84		.	84			1	5		2				1								1		2	1	36	1		2					0	2		2				1	14	2	2	1	1	1	1	1	2	2	2	1	1	2		2	1	1	2	2	2	3		1	2	41	52	1	4	5211				01	52	110.872454636597
3918841	1	2	1	60	52	1	2	2	12	2	1	2	1	1	12		2		1200000	1	250000	2	2		2		2		2		98	98	350000	2	1		1	1		1	2	2			1		98		1200000	2	2	1	1									12	1	20	2	2				2		2				52	40		.	60			9	7		1	2	1	12	1	1									1	1	108	1		2					0	1		1				2				1	1	1	1	1	2	2	2	1	2	1	ESTABILIDAD LABORAL	2	1	2	2	2	2	8		2	1	03	41	1	1	4100	7491	74	1200000	01	52	186.387104665585
3918841	1	3	1	60	52	1	2	2	12	1	1	2	1	1	120		5		5561510	2			2		2		2		2								2	2		2	2	2			1		98		5561510	2	2	1	2		.						.	12			2	2				2						52	60		.	60			9	7		1	1	1	12	1	1		1							1	1	96	4		2					0	1		6				2				2														1	1	2	2	5		1	2	12	91	1	1	9199			5561510	01	52	186.387104665585
3918842	1	3	1	60	52	1	2	2	3	1	2	1	1	1	2		5		1200000	1	80000	1	2		2		2		2		74000	25000		2	1		1	1		2	2	2			2				644350	2	2	1	2		.						.	11			2	2				2						52	48		.	48			9	5		1	1	1	3	1								1		1	1	5	1		2					1	1		1				2				2														1	1	1	2	4		1	1	44	66	1	1	6601			1200000	01	52	173.274141313483
3918842	1	4	1	60	52	1	2	1		1	1	2	1	1	72		2		1100000	1	98	1	2		2		2		1	115000	74000	25000		2	1		1	1		2	2	2			1		615000		644350	2	2	1	1									12		8	2	2				2						52	46		.	54			9	7		1	1	1	6	1	1									1	2				2						1		1				2				2														1	1	1	2	1		1	1	45	52	1	1	5211			1100000	01	52	173.274141313483
3918843	1	1	1	60	52	2									96																																							6			60000	1		1		12												3		52	12	2		12			1	2		2				1								1		2	1	96	4		2					60	2		11				2				1	1	2	1	2	2	2	2	2	2	2		1	1	2	2	2	2	3		2	1	56	93	1	4	9301			60000	01	52	103.091536136209
3918847	1	1	1	60	76	1	2	1		2	1	2	1	1	1		3		644350	2			2		2		2		2		74000				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12	1		2	2				2						76	48		.	48			9	7		1	1	1	1	1	1									1	1	4	1		2					0	1		1				2				2														1	1	1	2	5		1	1	39	15	1	1	1511	7491	74	644350	01	76	1546.06159078644
3918847	1	2	1	60	76	1	2	1		2	2	2	1	1	1		3		716000	2			2		2		2		2		72520				1		1	2		2	2	2			2					2	2	2	2		.						.	6	1		2	2				2						76	48		.	48			9	7		1	1	1	0	1								1		1	1	18	1		2					6	1		1				2				1	1	1	1	1	1	2	2	2	2	2		2	1	1	1	1	2	3		2	1	45	36	1	1	3699	7491	74	716000	01	76	1546.06159078644
3918848	1	1	1	60	76	2									240																																							6				1		3		12												2		76	50		.	50			2	2		2				1								1		2	1	120	4		2					0	2		2				2				2														1	1	1	2	5		1	1	83	28	1	5	2811				01	76	1034.57841518635
3918848	1	2	1	60	76	1	2	2	12	1	1	2	1	1	36		1		644350	1	220000	2	2		2		2		2		74000	22500		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						76	48		.	24	3		9	7		1	2	1	12	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	3		1	1	79	18	1	1	1810			644350	01	76	1034.57841518635
3918849	1	4	1	60	76	1	2	1		1	1	2	1	1	96		1		1000000	1	98	2	2		2		2		2		74000				2		1	2		2	2	2			2				1000000	2	2	1	2		.						.	12			2	2				2						76	48		.	48			9	7		1	2	1	18	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	8		1	1	45	51	1	1	5125			1000000	01	76	729.920163483421
3918850	1	1	1	60	76	2									120																																							6				1		3		12												3		76	50		.	50			4	9		2				1								1		2	1	120	1		2					0	2		2				2				2														1	1	1	2	5		2	1	95	45	1	5	4521				01	76	1243.06494920112
3918850	1	3	1	60	76	2									18																																							6				1		3		12												3		76	56		.	56			2	6		2				1								1		2	1	12	4		2					0	2		2				2				2														1	1	1	2	3		1	1	38	64	1	4	6421				01	76	1243.06494920112
3918850	1	5	1	60	76	2									12																																								.						.	12														76	21	2		21			2	6		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		2	1	38	64	1	6	6421				01	76	1243.06494920112
3918851	1	2	1	60	76	1	2	1		1	1	1	1	1	240		1		1800000	1	200000	2	2		2		2		2								2	2		2	2	2			1	2500000	3000000	1800000	1800000	1	1	1	2		.						.	12			2	2				2						76	45		.	45			9	7		1	2	1	23	1	1									1	1	36	2		2					0	1		1				2				2														1	1	1	1	9		1	1	95	41	1	2	4100			1800000	01	76	803.65717214089
3918851	1	5	1	60	76	1	1			1	1	2	2	2	6		1		720000	2			2		2		2		2		120000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	50		.	50			4	9		2				1								1		2	1	2	1		2					0	2		4				2				2														1	1	1	2	3		2	1	95	45	1	1	4521			720000	01	76	803.65717214089
3918853	1	2	1	60	76	2									108																																							6			1000000	1		3		12												3		76	36	2		36			1	4		1	2	2	4	1		1								1	1	120	4		2					0	2		1				2				2														1	1	1	2	2		2	2	98	60	1	4	6042			1000000	01	76	888.151415169931
3918855	2	1	2	60	76	1	2	2	12	2	1	2	1	1	12		3		644350	1	98	2	2		2		2		2		74000	25500		2	2		1	1		2	2	1	98	2	2				644350	2	2	1	2		.						.	12	1		1	2				2						76	48		.	48			9	7		1	1	1	2	1	1									1	1	8	1		2					0	1		1				2				2														1	1	1	2	5		1	1	45	29	1	1	2930	7491	74	644350	01	76	1302.60453667982
3918855	2	2	2	60	76	1	1			1	2	2	2	2	0																																							3			0	1		3		12												3		76	20	2		20			3	2		2				1								1		2	1	1	4		2					0	2		3				2				1	1	1	1	2	1	2	2	2	2	2		1	1	2	2	2	2	3		2	1	59	19	1	4	1939			0	01	76	1302.60453667982
3918856	1	4	1	60	76	1	2	1		2	2	2	1	1	12		1		956000	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				956000	2	2	1	2		.						.	12	1		2	2				2						76	48		.	0	3		9	7		1	1	1	6	1	1									1	1	24	1		2					0	1		1				2				2														2	2	1	2	3		1	1	34	65	1	1	6512	7491	74	956000	01	76	984.5553292949
3918958	1	1	1	60	68	2									120																																							6			2000000	1		3		12												3		68	72		.	72			2	5		2				1								1		2	1	6	1		2					0	2		2				2				2														1	1	1	2	8		1	1	41	51	1	4	5125			2000000	01	68	469.109043011073
3918958	1	2	1	60	68	2									36																																								.						.	12														68	72		.	72			2	5		2				1								1		2	1	6	4		2					12	2		2				2				2														1	1	1	2	3		1	1	64	51	1	6	5125				01	68	469.109043011073
3918958	1	4	1	60	68	2									6																																							6			900000	1		3		12												3		68	60		.	60			1	4		2				1								1		2	1	24	1		2					0	2		2				2				2														1	1	1	2	8		1	1	98	60	1	4	6041			900000	01	68	469.109043011073
3918959	1	1	1	60	68	1	1			1	1	2	2	2	33		1		820000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	60		.	60			5	7		2				1								1		2	1	12	4		2					0	2		3				2				2														1	1	1	2	3		1	1	21	15	1	1	1530			820000	01	68	491.792285793568
3918959	1	2	1	60	68	2									84																																							7		1	1000000	1		3		12											2015	2	1	68	60		.	60			1	7		2				1								1		2	1	12	1		2					18	2		3				2				2														1	1	1	2	3		1	2	41	52	1	4	5219			1000000	01	68	491.792285793568
3918959	1	3	1	60	68	1	2	1		1	1	2	1	1	24		2		1500000	2			2		2		2		2		74000	50000		2	1		1	1		2	2	2			2				1400000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			9	7		1	2	1	6	1	1									1	1	3	4		2					0	1		1				2				2														1	1	1	2	8		1	2	45	18	1	1	1810			1500000	01	68	491.792285793568
3918960	1	1	1	60	68	2									300																																							7		2	900000	1		3		12												2		68	56		.	56			1	7		2				1								1		2	1	120	4		2					0	2		1				2				2														1	1	1	2	10	PENSION	1	1	41	52	1	4	5221			900000	01	68	537.974225843661
3918960	1	2	1	60	68	2									120																																							7		1	1400000	1		3		12											2015	2	1	68	72		.	72			1	7		2				1								1		2	2				2						2		3				2				2														1	1	1	2	5		1	2	41	52	1	4	5211			1400000	01	68	537.974225843661
3918960	1	3	1	60	68	1	2	1		1	1	2	1	1	10		2		530000	2			2		2		2		2		74000	25000		2	1		1	1		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						68	24	2		24			9	4		1	1	1	4	1	1									1	1	24	4		2					0	1		1				2				1	1	1	1	2	2	2	2	2	2	1	GARANTIAS LABORALES	2	1	2	2	2	2	3		1	1	59	55	1	1	5521			530000	01	68	537.974225843661
3918961	2	1	2	60	68	2									36																																							6			900000	1		3		12												3		68	50		.	50			2	2		2				1								1		2	1	120	4		2					0	2		2				2				2														1	1	1	2	8		1	1	95	45	1	4	4521			900000	01	68	620.70778543635
3918962	1	1	1	60	68	1	1			1	2	2	2	2	36																																							1			700000	1		3		12												3		68	40		.	40			5	5		2				1								1		2	1	6	1		2					0	2		3				2				2														1	1	1	2	8		1	1	07	85	1	4	8515			700000	01	68	442.942292353301
3918963	1	1	1	60	68	1	2	2	3	1	1	2	2	2	1																																							1			3000000	1		3		12												3		68	48		.	48			9	7		1	1	2	10	1	1									1	1	6	1		2					0	2		1				2				2														1	1	1	2	8		1	1	33	74	1	4	7499			3000000	01	68	555.18524114606
3918963	1	2	1	60	68	1	1			1	2	2	2	2	18																																							1			1300000	1		3		12												3		68	40		.	40			9	1		1	2	2	15	1	1									2	1	6	1		2					0	2		3				2				2														1	1	1	2	3		1	1	33	85	1	4	8512			1300000	01	68	555.18524114606
3918964	1	1	1	60	68	1	2	1		2	1	1	1	1	120		5		1900000	2			2		2		2		2				25000				2	2		1	2	2			2			2700000		2	1	2	2		.						.	12	4		2	2		ALCALDIA DE PIEDECUESTA		2		2				68	30	3	ES LA JORNADA ESTIPULADA	30			9	7		1	3	1	15	1	1									1	1	12	4		2					0	1		1				2				2														1	1	1	2	8		1	1	13	80	1	2	8042	7513	75	1900000	01	68	544.815927242455
3918965	1	1	1	60	68	2									4																																							7		2	800000	1		3		12												2		68	84		.	84			2	7		2				1								1		2	1	12	4		2					0	2		2				2				2														1	1	1	2	8		1	1	41	52	1	4	5211			800000	01	68	546.915205125092
3918965	1	2	1	60	68	1	2	1		1	1	2	1	1	48		1		400000	2			2		2		2		2		37000	25000		2	1		1	1		2	2	2			2				400000	2	2	1	2		.						.	12			2	2				2						68	24	2		24			9	7		1	2	2	22	1	1									1	1	36	4		1	24	4		400000	0	1		1	1	2	68	2				2														1	1	1	2	3		1	1	55	52	1	1	5231			800000	01	68	546.915205125092
3918965	1	3	1	60	68	2									3																																								.						.	12														68	48		.	48			2	7		2				1								1		2	1	48	4		2					0	2		3				2				2														1	1	1	2	8		1	1	45	52	1	6	5211				01	68	546.915205125092
3918965	1	4	1	60	68	1	2	1		1	1	2	1	1	76		1		870000	2			2		2		2		2		74000	25000		2	1		1	1		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						68	40		.	40			4	7		1	1	1	6	1	1									1	1	6	1		2					0	1		1				2				2														1	1	1	2	8		1	1	32	85	1	1	8515			870000	01	68	546.915205125092
3918966	1	2	1	60	68	1	2	1		1	1	2	1	1	60		1		800000	2			2		2		2		2		74000				1		1	2		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			4	7		1	1	1	8	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	8		1	1	34	74	1	1	7494			800000	01	68	709.255458578695
3918966	1	3	1	60	68	1	2	2	12	2	1	2	1	1	13		1		800000	2			2		2		2		2		74000				1		1	2		2	2	2			2				800000	2	2	1	2		.						.	12	1		2	2				2						68	48		.	48			9	7		1	1	1	4	1	1									1	1	1	1		2					0	1		1				2				2														1	1	1	2	8		1	1	44	51	1	1	5141	7491	74	800000	01	68	709.255458578695
3918968	1	1	1	60	68	2									120																																							6			350000	1		3		12												3		68	50		.	50			1	2		2				1								1		2	2				2						2		2				2				2														1	2	1	2	5		1	1	55	74	1	4	7493			350000	01	68	463.53873964356
3918969	1	1	1	60	68	2									96																																							6			700000	1		3		12												3		68	70		.	0	1		1	6		2				1								1		2	1	36	1		2					24	2		3				2				2														1	1	1	2	3		1	1	45	55	1	4	5529			700000	01	68	519.675941042698
3918969	1	2	1	60	68	1	2	2	12	1	1	2	2	2	6																																							4			800000	1		3		12												3		68	72		.	72			1	7		1	1	1	2	1	1									1	1	2	4		2					0	2		1				2				2														1	1	1	2	8		1	1	99	50	1	4	5020			800000	01	68	519.675941042698
3918970	1	1	1	60	68	1	1			2	1	2	2	2	60		1		1000000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12	4		2	2		WILSON GONZALEZ		2						68	84		.	84			9	4		2				1								1		2	1	24	4		2					0	2		3				2				2														1	1	1	2	8		1	1	98	60	1	1	6041	6041	60	1000000	01	68	371.229311680412
3918970	1	2	1	60	68	1	2	2	12	1	1	2	1	1	10		2		800000	2			2		2		2		2		74000				1		1	2		2	2	2			2				400000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	1	1	19	1	1									1	1	6	4		2					0	1		1				2				2														1	1	1	2	3		1	1	55	74	1	1	7493			800000	01	68	371.229311680412
3918970	1	3	1	60	68	1	2	2	12	2	1	2	1	1	36		1		800000	2			2		2		2		2		74000	25000		2	1		1	1		2	2	2			2				800000	2	2	1	2		.						.	12	1		2	2				2						68	48		.	48			9	7		1	1	1	3	1	1									1	1	48	4		2					0	1		1				2				2														1	1	1	2	8		1	1	39	40	1	1	4010	7491	74	800000	01	68	371.229311680412
3918971	1	2	1	60	68	1	2	1		1	1	2	1	1	29		1		900000	2			2		2		2		2		74000	50000		1	1		1	1		2	2	2			2				900000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	2	1	5	1	1									1	1	36	4		2					0	1		1				2				2														1	1	1	2	10	PENSION	1	1	33	85	1	1	8511			900000	01	68	459.037678781109
3918972	1	1	1	60	68	1	1			1	1	2	2	2	48																																							3			1000000	1		3		12												3		68	60		.	60			1	7		1	1	1	7	1	1									1	1	36	4		2					1	2		1				2				2														1	1	1	2	8		1	1	80	19	1	4	1921			1000000	01	68	385.498410729701
3918972	1	2	1	60	68	1	1			1	1	2	2	2	48																																							3			1300000	1		3		12												3		68	60		.	0	2		1	7		1	2	1	9	1	1									1	1	72	4		2					0	1		1				2				2														1	1	1	2	3		1	1	80	19	1	4	1921			1300000	01	68	385.498410729701
3918972	1	5	1	60	68	1	1			1	1	2	2	2	60		1		640000	2			1	120000	2		2		2								2	2		2	2	2			2				500000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			1	2		2				1								1		2	1	240	3		2					1	2		2				2				2														1	1	1	2	8		1	1	54	95	1	3	9500			760000	01	68	385.498410729701
3918973	1	1	1	60	68	2									360																																							6			400000	1		3		12												3		68	40		.	40			1	1		2				1								1		2	1	6	4		2					0	2		10				2				2														1	1	1	2	3		1	1	79	18	1	4	1810			400000	01	68	620.70778543635
3918974	1	1	1	60	68	1	2	1		1	1	2	1	1	84		1		1300000	2			2		2		2		2								2	2		2	2	2			2				1300000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	1	1	18	1	1									1	1	12	1		2					0	1		1				2				2														1	1	1	2	8		1	1	33	50	1	1	5011			1300000	01	68	376.592689157604
