Period,Release,Studio,Count,Box Office
"159","Jul 2013","Lionsgate Films","50","1649.9344"
"160","Aug 2013","Warner Bros. Pictures","201","15202.300712"
"160","Aug 2013","20th Century Fox","188","12700.91"
"160","Aug 2013","Universal Pictures","178","12277.9"
"160","Aug 2013","Walt Disney Pictures","52","6471.6331"
"160","Aug 2013","Paramount Pictures","125","8267.4"
"160","Aug 2013","Sony Pictures","94","6861.4"
"160","Aug 2013","New Line Cinema","87","4371.6"
"160","Aug 2013","Columbia Pictures","54","3258.5"
"160","Aug 2013","Buena Vista","35","3256.4"
"160","Aug 2013","Lionsgate Films","50","1649.9344"
"161","Sep 2013","Warner Bros. Pictures","201","15202.300712"
"161","Sep 2013","20th Century Fox","188","12700.91"
"161","Sep 2013","Universal Pictures","179","12304.8"
"161","Sep 2013","Walt Disney Pictures","52","6471.6331"
"161","Sep 2013","Paramount Pictures","125","8267.4"
"161","Sep 2013","Sony Pictures","96","6990.1"
"161","Sep 2013","New Line Cinema","87","4371.6"
"161","Sep 2013","Columbia Pictures","54","3258.5"
"161","Sep 2013","Buena Vista","35","3256.4"
"161","Sep 2013","Lionsgate Films","50","1649.9344"
"162","Oct 2013","Warner Bros. Pictures","202","15476.400712"
"162","Oct 2013","20th Century Fox","189","12720.21"
"162","Oct 2013","Universal Pictures","179","12304.8"
"162","Oct 2013","Walt Disney Pictures","53","6474.9331"
"162","Oct 2013","Paramount Pictures","126","8369.4"
"162","Oct 2013","Sony Pictures","98","7132.5"
"162","Oct 2013","New Line Cinema","87","4371.6"
"162","Oct 2013","Columbia Pictures","54","3258.5"
"162","Oct 2013","Buena Vista","35","3256.4"
"162","Oct 2013","Lionsgate Films","50","1649.9344"
"163","Nov 2013","Warner Bros. Pictures","202","15476.400712"
"163","Nov 2013","20th Century Fox","190","12741.71"
"163","Nov 2013","Universal Pictures","180","12375.3"
"163","Nov 2013","Walt Disney Pictures","56","7112.7331"
"163","Nov 2013","Paramount Pictures","126","8369.4"
"163","Nov 2013","Sony Pictures","98","7132.5"
"163","Nov 2013","New Line Cinema","87","4371.6"
"163","Nov 2013","Columbia Pictures","54","3258.5"
"163","Nov 2013","Buena Vista","35","3256.4"
"163","Nov 2013","Lionsgate Films","51","2074.5344"
"164","Dec 2013","Warner Bros. Pictures","202","15476.400712"
"164","Dec 2013","20th Century Fox","192","12803.41"
"164","Dec 2013","Universal Pictures","181","12413.6"
"164","Dec 2013","Walt Disney Pictures","57","7196.0331"
"164","Dec 2013","Paramount Pictures","126","8369.4"
"164","Dec 2013","Sony Pictures","99","7282.6"
"164","Dec 2013","New Line Cinema","87","4371.6"
"164","Dec 2013","Columbia Pictures","54","3258.5"
"164","Dec 2013","Buena Vista","35","3256.4"
"164","Dec 2013","Lionsgate Films","51","2074.5344"
"165","Jan 2014","Warner Bros. Pictures","203","15502.000712"
"165","Jan 2014","20th Century Fox","193","12819.21"
"165","Jan 2014","Universal Pictures","182","12547.7"
"165","Jan 2014","Walt Disney Pictures","57","7196.0331"
"165","Jan 2014","Paramount Pictures","130","8483.3"
"165","Jan 2014","Sony Pictures","99","7282.6"
"165","Jan 2014","New Line Cinema","87","4371.6"
"165","Jan 2014","Columbia Pictures","54","3258.5"
"165","Jan 2014","Buena Vista","35","3256.4"
"165","Jan 2014","Lionsgate Films","52","2093.3344"
"166","Feb 2014","Warner Bros. Pictures","205","15772.400712"
"166","Feb 2014","20th Century Fox","194","12878.91"
"166","Feb 2014","Universal Pictures","184","12662.8"
"166","Feb 2014","Walt Disney Pictures","57","7196.0331"
"166","Feb 2014","Paramount Pictures","130","8483.3"
"166","Feb 2014","Sony Pictures","102","7432.4"
"166","Feb 2014","New Line Cinema","87","4371.6"
"166","Feb 2014","Columbia Pictures","54","3258.5"
"166","Feb 2014","Buena Vista","35","3256.4"
"166","Feb 2014","Lionsgate Films","52","2093.3344"
"167","Mar 2014","Warner Bros. Pictures","206","15879.000712"
"167","Mar 2014","20th Century Fox","195","12990.41"
"167","Mar 2014","Universal Pictures","184","12662.8"
"167","Mar 2014","Walt Disney Pictures","58","7247.2331"
"167","Mar 2014","Paramount Pictures","131","8584.5"
"167","Mar 2014","Sony Pictures","102","7432.4"
"167","Mar 2014","New Line Cinema","87","4371.6"
"167","Mar 2014","Columbia Pictures","54","3258.5"
"167","Mar 2014","Buena Vista","35","3256.4"
"167","Mar 2014","Lionsgate Films","53","2109.3344"
"168","Apr 2014","Warner Bros. Pictures","207","15902.000712"
"168","Apr 2014","20th Century Fox","197","13205.81"
"168","Apr 2014","Universal Pictures","184","12662.8"
"168","Apr 2014","Walt Disney Pictures","60","7524.7331"
"168","Apr 2014","Paramount Pictures","131","8584.5"
"168","Apr 2014","Sony Pictures","103","7523.8"
"168","Apr 2014","New Line Cinema","87","4371.6"
"168","Apr 2014","Columbia Pictures","54","3258.5"
"168","Apr 2014","Buena Vista","35","3256.4"
"168","Apr 2014","Lionsgate Films","53","2109.3344"
"169","May 2014","Warner Bros. Pictures","208","15948.300712"
"169","May 2014","20th Century Fox","198","13439.71"
"169","May 2014","Universal Pictures","186","12855.5"
"169","May 2014","Walt Disney Pictures","62","7802.5331"
"169","May 2014","Paramount Pictures","131","8584.5"
"169","May 2014","Sony Pictures","104","7726.7"
"169","May 2014","New Line Cinema","87","4371.6"
"169","May 2014","Columbia Pictures","54","3258.5"
"169","May 2014","Buena Vista","35","3256.4"
"169","May 2014","Lionsgate Films","53","2109.3344"
"170","Jun 2014","Warner Bros. Pictures","210","16095.400712"
"170","Jun 2014","20th Century Fox","200","13741.61"
"170","Jun 2014","Universal Pictures","186","12855.5"
"170","Jun 2014","Walt Disney Pictures","62","7802.5331"
"170","Jun 2014","Paramount Pictures","132","8829.9"
"170","Jun 2014","Sony Pictures","106","7983.6"
"170","Jun 2014","New Line Cinema","87","4371.6"
"170","Jun 2014","Columbia Pictures","54","3258.5"
"170","Jun 2014","Buena Vista","35","3256.4"
"170","Jun 2014","Lionsgate Films","53","2109.3344"
"171","Jul 2014","Warner Bros. Pictures","211","16179.900712"
"171","Jul 2014","20th Century Fox","201","13746.71"
"171","Jul 2014","Universal Pictures","187","12927.0"
"171","Jul 2014","Walt Disney Pictures","62","7802.5331"
"171","Jul 2014","Paramount Pictures","133","8902.6"
"171","Jul 2014","Sony Pictures","108","8052.7"
"171","Jul 2014","New Line Cinema","87","4371.6"
"171","Jul 2014","Columbia Pictures","54","3258.5"
"171","Jul 2014","Buena Vista","35","3256.4"
"171","Jul 2014","Lionsgate Films","54","2123.7344"
"172","Aug 2014","Warner Bros. Pictures","213","16278.000712"
"172","Aug 2014","20th Century Fox","202","13829.11"
"172","Aug 2014","Universal Pictures","187","12927.0"
"172","Aug 2014","Walt Disney Pictures","64","8189.9331"
"172","Aug 2014","Paramount Pictures","134","9093.8"
"172","Aug 2014","Sony Pictures","108","8052.7"
"172","Aug 2014","New Line Cinema","87","4371.6"
"172","Aug 2014","Columbia Pictures","54","3258.5"
"172","Aug 2014","Buena Vista","35","3256.4"
"172","Aug 2014","Lionsgate Films","54","2123.7344"
"173","Sep 2014","Warner Bros. Pictures","216","16364.100712"
"173","Sep 2014","20th Century Fox","203","13931.51"
"173","Sep 2014","Universal Pictures","187","12927.0"
"173","Sep 2014","Walt Disney Pictures","64","8189.9331"
"173","Sep 2014","Paramount Pictures","134","9093.8"
"173","Sep 2014","Sony Pictures","110","8155.4"
"173","Sep 2014","New Line Cinema","87","4371.6"
"173","Sep 2014","Columbia Pictures","54","3258.5"
"173","Sep 2014","Buena Vista","35","3256.4"
"173","Sep 2014","Lionsgate Films","54","2123.7344"
"174","Oct 2014","Warner Bros. Pictures","217","16411.200712"
"174","Oct 2014","20th Century Fox","203","13931.51"
"174","Oct 2014","Universal Pictures","187","12927.0"
"174","Oct 2014","Walt Disney Pictures","64","8189.9331"
"174","Oct 2014","Paramount Pictures","134","9093.8"
"174","Oct 2014","Sony Pictures","111","8241.2"
"174","Oct 2014","New Line Cinema","88","4455.9"
"174","Oct 2014","Columbia Pictures","54","3258.5"
"174","Oct 2014","Buena Vista","35","3256.4"
"174","Oct 2014","Lionsgate Films","54","2123.7344"
"175","Nov 2014","Warner Bros. Pictures","218","16413.900712"
"175","Nov 2014","20th Century Fox","203","13931.51"
"175","Nov 2014","Universal Pictures","188","13013.2"
"175","Nov 2014","Walt Disney Pictures","65","8412.4331"
"175","Nov 2014","Paramount Pictures","134","9093.8"
"175","Nov 2014","Sony Pictures","111","8241.2"
"175","Nov 2014","New Line Cinema","88","4455.9"
"175","Nov 2014","Columbia Pictures","54","3258.5"
"175","Nov 2014","Buena Vista","35","3256.4"
"175","Nov 2014","Lionsgate Films","55","2460.8344"
"176","Dec 2014","Warner Bros. Pictures","219","16418.100712"
"176","Dec 2014","20th Century Fox","206","14148.11"
"176","Dec 2014","Universal Pictures","188","13013.2"
"176","Dec 2014","Walt Disney Pictures","66","8540.4331"
"176","Dec 2014","Paramount Pictures","134","9093.8"
"176","Dec 2014","Sony Pictures","112","8327.1"
"176","Dec 2014","New Line Cinema","88","4455.9"
"176","Dec 2014","Columbia Pictures","54","3258.5"
"176","Dec 2014","Buena Vista","35","3256.4"
"176","Dec 2014","Lionsgate Films","55","2460.8344"
"177","Jan 2015","Warner Bros. Pictures","219","16418.100712"
"177","Jan 2015","20th Century Fox","206","14148.11"
"177","Jan 2015","Universal Pictures","188","13013.2"
"177","Jan 2015","Walt Disney Pictures","67","8552.8331"
"177","Jan 2015","Paramount Pictures","134","9093.8"
"177","Jan 2015","Sony Pictures","112","8327.1"
"177","Jan 2015","New Line Cinema","88","4455.9"
"177","Jan 2015","Columbia Pictures","54","3258.5"
"177","Jan 2015","Buena Vista","35","3256.4"
"177","Jan 2015","Lionsgate Films","55","2460.8344"
"178","Feb 2015","Warner Bros. Pictures","221","16519.300712"
"178","Feb 2015","20th Century Fox","206","14148.11"
"178","Feb 2015","Universal Pictures","188","13013.2"
"178","Feb 2015","Walt Disney Pictures","68","8597.3331"
"178","Feb 2015","Paramount Pictures","135","9106.1"
"178","Feb 2015","Sony Pictures","112","8327.1"
"178","Feb 2015","New Line Cinema","88","4455.9"
"178","Feb 2015","Columbia Pictures","54","3258.5"
"178","Feb 2015","Buena Vista","35","3256.4"
"178","Feb 2015","Lionsgate Films","56","2494.8344"
"179","Mar 2015","Warner Bros. Pictures","222","16609.500712"
"179","Mar 2015","20th Century Fox","209","14363.31"
"179","Mar 2015","Universal Pictures","188","13013.2"
"179","Mar 2015","Walt Disney Pictures","68","8597.3331"
"179","Mar 2015","Paramount Pictures","135","9106.1"
"179","Mar 2015","Sony Pictures","113","8358.7"
"179","Mar 2015","New Line Cinema","88","4455.9"
"179","Mar 2015","Columbia Pictures","54","3258.5"
"179","Mar 2015","Buena Vista","35","3256.4"
"179","Mar 2015","Lionsgate Films","57","2624.8344"
"180","Apr 2015","Warner Bros. Pictures","222","16609.500712"
"180","Apr 2015","20th Century Fox","210","14369.91"
"180","Apr 2015","Universal Pictures","189","13045.6"
"180","Apr 2015","Walt Disney Pictures","69","8613.6331"
"180","Apr 2015","Paramount Pictures","135","9106.1"
"180","Apr 2015","Sony Pictures","114","8427.1"
"180","Apr 2015","New Line Cinema","88","4455.9"
"180","Apr 2015","Columbia Pictures","54","3258.5"
"180","Apr 2015","Buena Vista","35","3256.4"
"180","Apr 2015","Lionsgate Films","57","2624.8344"
"181","May 2015","Warner Bros. Pictures","223","16642.900712"
"181","May 2015","20th Century Fox","212","14425.91"
"181","May 2015","Universal Pictures","190","13206.5"
"181","May 2015","Walt Disney Pictures","71","9158.8331"
"181","May 2015","Paramount Pictures","135","9106.1"
"181","May 2015","Sony Pictures","115","8446.1"
"181","May 2015","New Line Cinema","88","4455.9"
"181","May 2015","Columbia Pictures","54","3258.5"
"181","May 2015","Buena Vista","35","3256.4"
"181","May 2015","Lionsgate Films","58","2625.0344"
"182","Jun 2015","Warner Bros. Pictures","223","16642.900712"
"182","Jun 2015","20th Century Fox","212","14425.91"
"182","Jun 2015","Universal Pictures","192","13821.5"
"182","Jun 2015","Walt Disney Pictures","71","9158.8331"
"182","Jun 2015","Paramount Pictures","135","9106.1"
"182","Jun 2015","Sony Pictures","115","8446.1"
"182","Jun 2015","New Line Cinema","88","4455.9"
"182","Jun 2015","Columbia Pictures","54","3258.5"
"182","Jun 2015","Buena Vista","35","3256.4"
"182","Jun 2015","Lionsgate Films","58","2625.0344"
"183","Jul 2015","Warner Bros. Pictures","224","16670.800712"
"183","Jul 2015","20th Century Fox","212","14425.91"
"183","Jul 2015","Universal Pictures","192","13821.5"
"183","Jul 2015","Walt Disney Pictures","71","9158.8331"
"183","Jul 2015","Paramount Pictures","135","9106.1"
"183","Jul 2015","Sony Pictures","115","8446.1"
"183","Jul 2015","New Line Cinema","88","4455.9"
"183","Jul 2015","Columbia Pictures","54","3258.5"
"183","Jul 2015","Buena Vista","35","3256.4"
"183","Jul 2015","Lionsgate Films","58","2625.0344"
