Title,Year,Rating,Runtime,Genre,Critic.Score,Box.Office,Awards,International
How the Garcia Girls Spent Their Summer,2005,R,128,"Comedy, Drama",79,0.0914,TRUE,FALSE
Sweet Land,2005,PG,110,"Drama, Romance",85,1.3,TRUE,FALSE
Love's Abiding Joy,2006,PG,87,"Drama, Western",13,0.2,FALSE,FALSE
Grandma's Boy,2006,R,94,Comedy,18,5.9,FALSE,FALSE
Tristan + Isolde,2006,PG-13,125,"Drama, Romance",32,14.6,FALSE,TRUE
Last Holiday,2006,PG-13,112,"Adventure, Comedy, Drama",55,38.4,FALSE,FALSE
Underworld: Evolution,2006,R,106,"Action, Fantasy, Sci-Fi",16,62.3,TRUE,FALSE
Annapolis,2006,PG-13,108,"Drama, Romance, Sport",10,16.8,FALSE,FALSE
Big Momma's House 2,2006,PG-13,99,"Comedy, Crime",6,70.1,TRUE,FALSE
Roving Mars,2006,G,40,"Documentary, Short",70,10,TRUE,FALSE
Something New,2006,PG-13,99,"Comedy, Drama, Romance",61,11.4,TRUE,FALSE
When a Stranger Calls,2006,PG-13,87,"Horror, Thriller",9,47.9,FALSE,FALSE
Believe in Me,2006,PG,131,"Drama, Sport",60,0.2,TRUE,FALSE
Curious George,2006,G,86,"Animation, Adventure, Comedy",69,58.3,FALSE,FALSE
Final Destination 3,2006,R,93,"Horror, Thriller",43,54.1,FALSE,TRUE
Firewall,2006,PG-13,105,"Crime, Thriller",19,48.7,FALSE,TRUE
The Pink Panther,2006,PG,93,"Adventure, Comedy, Crime",22,82.2,TRUE,TRUE
Eight Below,2006,PG,120,"Adventure, Drama, Family",72,81.6,TRUE,FALSE
The Second Chance,2006,PG-13,102,Drama,40,0.4,TRUE,FALSE
Date Movie,2006,PG-13,83,"Comedy, Romance",7,48.5,TRUE,TRUE
Freedomland,2006,R,113,"Crime, Drama, Mystery",23,12.3,TRUE,FALSE
Doogal,2006,G,78,"Animation, Adventure, Comedy",8,7.3,FALSE,TRUE
Madea's Family Reunion,2006,PG-13,107,"Comedy, Drama, Romance",25,63.2,FALSE,FALSE
Running Scared,2006,R,122,"Action, Crime, Drama",40,6.7,FALSE,TRUE
16 Blocks,2006,PG-13,105,"Action, Crime, Drama",55,36.9,FALSE,TRUE
Ultraviolet,2006,PG-13,88,"Action, Sci-Fi",9,18.3,TRUE,FALSE
Deep Sea,2006,G,41,"Documentary, Short",91,42,TRUE,TRUE
Aquamarine,2006,PG,104,"Comedy, Family, Fantasy",51,18.6,TRUE,TRUE
The Shaggy Dog,2006,PG,98,"Comedy, Family, Fantasy",26,61,FALSE,FALSE
Failure to Launch,2006,PG-13,97,"Comedy, Romance",24,88.7,FALSE,FALSE
The Hills Have Eyes,2006,R,107,"Horror, Thriller",49,41.7,TRUE,TRUE
Don't Trip... He Ain't Through with Me Yet,2006,PG,90,"Documentary, Comedy",45,0.2,FALSE,FALSE
Church Ball,2006,PG,91,"Comedy, Sport",18,0.3,FALSE,FALSE
Find Me Guilty,2006,R,125,"Biography, Comedy, Crime",61,0.6,FALSE,TRUE
Larry the Cable Guy: Health Inspector,2006,PG-13,89,"Comedy, Romance",5,15.7,FALSE,FALSE
Inside Man,2006,R,129,"Crime, Drama, Mystery",86,88.4,TRUE,FALSE
Stay Alive,2006,PG-13,85,"Horror, Thriller",9,23,FALSE,FALSE
Basic Instinct 2,2006,R,114,"Drama, Mystery, Thriller",7,5.9,TRUE,TRUE
Ice Age: The Meltdown,2006,PG,91,"Animation, Action, Adventure",57,195.3,TRUE,FALSE
ATL,2006,PG-13,105,"Comedy, Crime, Drama",62,21.2,FALSE,FALSE
Slither,2006,R,95,"Comedy, Horror, Sci-Fi",86,7.8,TRUE,TRUE
Phat Girlz,2006,PG-13,99,Comedy,23,6.9,FALSE,FALSE
Take the Lead,2006,PG-13,118,"Drama, Music",44,34.7,TRUE,FALSE
The Benchwarmers,2006,PG-13,80,"Comedy, Sport",11,57.7,FALSE,FALSE
Ask the Dust,2006,R,117,"Drama, Romance",35,0.6,FALSE,TRUE
The Wild,2006,G,94,"Animation, Adventure, Comedy",20,37.3,FALSE,TRUE
Scary Movie 4,2006,PG-13,83,Comedy,37,90.7,TRUE,FALSE
American Dreamz,2006,PG-13,107,"Comedy, Music",41,7.2,FALSE,FALSE
Journey from the Fall,2006,R,135,Drama,92,0.5,TRUE,FALSE
Silent Hill,2006,R,125,"Horror, Mystery",29,47,FALSE,TRUE
The Sentinel,2006,PG-13,108,"Action, Crime, Thriller",33,36.2,FALSE,FALSE
Akeelah and the Bee,2006,PG,112,Drama,84,18.8,TRUE,FALSE
The TV Set,2006,R,88,"Comedy, Drama",64,0.0345,FALSE,FALSE
United 93,2006,R,111,"Action, Drama, History",91,31.5,TRUE,TRUE
RV,2006,PG,99,"Adventure, Comedy, Family",23,71.4,TRUE,TRUE
Stick It,2006,PG-13,103,"Comedy, Drama, Sport",31,26.9,FALSE,TRUE
Mission: Impossible III,2006,PG-13,126,"Action, Adventure, Thriller",70,133.4,TRUE,TRUE
Hoot,2006,PG,91,"Adventure, Comedy, Family",26,8.1,TRUE,FALSE
Art School Confidential,2006,R,102,"Comedy, Drama",36,3.2,FALSE,FALSE
Just My Luck,2006,PG-13,103,"Comedy, Fantasy, Romance",13,17.2,FALSE,FALSE
Poseidon,2006,PG-13,98,"Action, Adventure, Drama",33,60.7,FALSE,FALSE
The Da Vinci Code,2006,PG-13,149,"Mystery, Thriller",25,217.5,TRUE,TRUE
Over the Hedge,2006,PG,83,"Animation, Adventure, Comedy",75,155,TRUE,FALSE
See No Evil,2006,R,84,"Horror, Thriller",8,15,FALSE,FALSE
X-Men: The Last Stand,2006,PG-13,104,"Action, Adventure, Sci-Fi",58,234.2,TRUE,TRUE
Keeping Up with the Steins,2006,PG-13,90,Comedy,37,4.3,FALSE,FALSE
The Break-Up,2006,PG-13,106,"Comedy, Drama, Romance",33,118.7,TRUE,FALSE
The Omen,2006,R,110,"Horror, Mystery, Thriller",27,54.6,TRUE,FALSE
A Prairie Home Companion,2006,PG-13,105,"Comedy, Drama, Music",81,20.2,TRUE,FALSE
Cars,2006,G,117,"Animation, Adventure, Comedy",74,244.1,TRUE,FALSE
Garfield 2,2006,PG,78,"Animation, Comedy, Family",11,28.3,FALSE,TRUE
The Fast and the Furious: Tokyo Drift,2006,PG-13,104,"Action, Crime, Drama",37,62.5,FALSE,FALSE
The Lake House,2006,PG,99,"Drama, Fantasy, Romance",35,52.3,TRUE,TRUE
Nacho Libre,2006,PG,92,"Comedy, Family, Sport",40,80.2,TRUE,TRUE
Click,2006,PG-13,107,"Comedy, Drama, Fantasy",32,137.3,TRUE,FALSE
Waist Deep,2006,R,97,"Action, Crime, Drama",27,21.3,FALSE,FALSE
Peaceful Warrior,2006,PG-13,120,"Drama, Romance, Sport",25,1,FALSE,TRUE
Romeo & Juliet: Sealed with a Kiss,2006,G,76,"Animation, Family, Romance",20,0.0809,FALSE,FALSE
Superman Returns,2006,PG-13,154,"Action, Adventure, Fantasy",76,200,TRUE,FALSE
The Devil Wears Prada,2006,PG-13,109,"Comedy, Drama, Romance",75,124.7,TRUE,TRUE
An Inconvenient Truth,2006,PG,100,Documentary,93,23.7,TRUE,FALSE
Quinceañera,2006,R,90,Drama,86,1.5,TRUE,FALSE
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,151,"Action, Adventure, Fantasy",54,423,TRUE,FALSE
"You, Me and Dupree",2006,PG-13,108,"Comedy, Romance",21,75.6,TRUE,FALSE
Littleman,2006,PG-13,98,"Comedy, Crime, Fantasy",12,58.3,TRUE,TRUE
The Celestine Prophecy,2006,PG,99,"Adventure, Drama",4,1,FALSE,FALSE
Wordplay,2006,PG,94,Documentary,95,2.9,TRUE,FALSE
Lady in the Water,2006,PG-13,110,"Fantasy, Mystery, Thriller",24,42.2,TRUE,FALSE
My Super Ex-Girlfriend,2006,PG-13,95,"Comedy, Romance, Sci-Fi",40,22.4,TRUE,FALSE
Clerks II,2006,R,97,Comedy,63,24,TRUE,FALSE
Monster House,2006,PG,91,"Animation, Comedy, Family",74,73.7,TRUE,FALSE
Scoop,2006,PG-13,96,"Comedy, Mystery",39,10.5,FALSE,TRUE
A Scanner Darkly,2006,R,100,"Animation, Mystery, Sci-Fi",69,5.3,TRUE,FALSE
John Tucker Must Die,2006,PG-13,89,"Comedy, Romance",26,40.9,TRUE,TRUE
Miami Vice,2006,R,134,"Action, Crime, Thriller",47,63.4,TRUE,TRUE
The Ant Bully,2006,PG,88,"Animation, Adventure, Comedy",63,28.1,TRUE,FALSE
The Night Listener,2006,R,91,"Crime, Mystery, Thriller",40,7.8,FALSE,FALSE
Who Killed the Electric Car?,2006,PG,92,Documentary,88,1.3,FALSE,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,108,"Action, Comedy, Sport",72,148.2,TRUE,FALSE
Barnyard,2006,PG,90,"Animation, Comedy, Family",22,72.6,FALSE,TRUE
World Trade Center,2006,PG-13,129,"Drama, History, Thriller",68,70.2,TRUE,FALSE
The Butterfly Effect 2,2006,R,92,"Drama, Sci-Fi, Thriller",0,57,FALSE,FALSE
Step Up,2006,PG-13,104,"Crime, Drama, Music",19,65.3,TRUE,FALSE
Pulse,2006,PG-13,90,"Horror, Sci-Fi",10,20.2,FALSE,FALSE
Zoom,2006,PG,83,"Action, Adventure, Family",3,11.6,FALSE,FALSE
Accepted,2006,PG-13,93,Comedy,36,36.3,FALSE,FALSE
Material Girls,2006,PG,97,"Comedy, Family, Romance",4,11.3,TRUE,FALSE
Little Miss Sunshine,2006,R,101,"Comedy, Drama",91,59.8,TRUE,FALSE
Snakes on a Plane,2006,R,105,"Action, Thriller",68,33.9,TRUE,TRUE
Idlewild,2006,R,121,"Crime, Drama, Musical",48,12.5,TRUE,FALSE
Beerfest,2006,R,110,Comedy,41,19,TRUE,TRUE
How to Eat Fried Worms,2006,PG,98,"Comedy, Family",59,13,TRUE,FALSE
Invincible,2006,PG,105,"Biography, Drama, Sport",71,57.8,FALSE,FALSE
The Illusionist,2006,PG-13,110,"Drama, Mystery, Romance",74,39.7,TRUE,TRUE
Crank,2006,R,88,"Action, Crime, Thriller",61,27.8,TRUE,FALSE
Crossover,2006,PG-13,95,"Action, Sport",2,7,FALSE,FALSE
Hollywoodland,2006,R,126,"Biography, Crime, Drama",69,14.3,TRUE,FALSE
The Covenant,2006,PG-13,97,"Action, Fantasy, Horror",3,23.3,FALSE,FALSE
Broken Bridges,2006,PG-13,105,"Drama, Music",5,0.2,FALSE,FALSE
Gridiron Gang,2006,PG-13,125,"Crime, Drama, Sport",42,38.4,FALSE,FALSE
The Last Kiss,2006,R,104,"Comedy, Drama, Romance",46,11.5,FALSE,FALSE
The Black Dahlia,2006,R,121,"Crime, Drama, Mystery",32,22.5,TRUE,TRUE
Beer League,2006,R,86,"Comedy, Sport",27,0.5,TRUE,FALSE
Everyone's Hero,2006,G,88,"Animation, Adventure, Comedy",41,14.5,FALSE,TRUE
Jackass Number Two,2006,R,92,"Documentary, Action, Comedy",63,72.8,FALSE,FALSE
Flyboys,2006,PG-13,140,"Action, Adventure, Drama",33,13,TRUE,TRUE
Half Nelson,2006,R,106,Drama,90,2.6,TRUE,FALSE
The Guardian,2006,PG-13,139,"Action, Adventure, Drama",37,55,TRUE,FALSE
School for Scoundrels,2006,PG-13,100,Comedy,25,17.8,FALSE,FALSE
Open Season,2006,PG,83,"Animation, Adventure, Comedy",48,84.3,TRUE,FALSE
Facing the Giants,2006,PG,111,"Drama, Sport",13,10.1,FALSE,FALSE
The Texas Chainsaw Massacre: The Beginning,2006,R,91,Horror,12,39.4,FALSE,FALSE
The Departed,2006,R,151,"Crime, Drama, Thriller",91,132.3,TRUE,TRUE
Employee of the Month,2006,PG-13,103,"Comedy, Romance",20,28.4,FALSE,FALSE
The Grudge 2,2006,PG-13,102,"Horror, Thriller",10,39.1,FALSE,TRUE
Man of the Year,2006,PG-13,115,"Comedy, Drama, Romance",21,37.4,FALSE,FALSE
Alex Rider: Operation Stormbreaker,2006,PG,93,"Action, Adventure, Family",34,0.6,FALSE,TRUE
Infamous,2006,R,110,"Biography, Crime, Drama",73,1.1,TRUE,FALSE
A Guide to Recognizing Your Saints,2006,R,100,"Crime, Drama",76,0.4,TRUE,FALSE
One Night with the King,2006,PG,123,"Biography, Drama, History",19,13.4,TRUE,FALSE
The Marine,2006,PG-13,92,"Action, Drama, Thriller",20,18.7,FALSE,FALSE
O Jerusalem,2006,R,100,Drama,35,0.2,FALSE,TRUE
The Prestige,2006,PG-13,130,"Drama, Mystery, Thriller",76,53,TRUE,TRUE
Flags of Our Fathers,2006,R,135,"Drama, History, War",73,33.6,TRUE,FALSE
Marie Antoinette,2006,PG-13,123,"Biography, Drama, History",55,16,TRUE,TRUE
Flicka,2006,PG,95,"Adventure, Drama, Family",54,20.9,FALSE,TRUE
Fur: An Imaginary Portrait of Diane Arbus,2006,R,122,"Biography, Drama, Romance",32,0.1,TRUE,FALSE
Lonely Hearts,2006,R,108,"Crime, Drama, Romance",48,0.1,FALSE,TRUE
Running with Scissors,2006,R,116,"Comedy, Drama",31,6.8,TRUE,FALSE
Saw III,2006,R,108,"Horror, Mystery",28,80.2,TRUE,TRUE
Conversations with God,2006,PG,109,"Adventure, Drama",7,0.3,FALSE,FALSE
Catch a Fire,2006,PG-13,101,"Biography, Drama, History",76,4.3,TRUE,TRUE
Little Children,2006,R,136,"Drama, Romance",80,5.3,TRUE,FALSE
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,84,Comedy,91,128.4,TRUE,TRUE
The Santa Clause 3: The Escape Clause,2006,G,97,"Adventure, Comedy, Family",15,84.4,TRUE,FALSE
Flushed Away,2006,PG,85,"Animation, Adventure, Comedy",72,64.5,TRUE,TRUE
Goya's Ghosts,2006,R,113,"Biography, Drama, History",30,0.7,TRUE,TRUE
Babel,2006,R,143,Drama,69,34.2,TRUE,TRUE
The Return,2006,PG-13,85,"Mystery, Thriller",16,7.7,FALSE,FALSE
Stranger Than Fiction,2006,PG-13,113,"Comedy, Drama, Fantasy",72,40.1,TRUE,FALSE
A Good Year,2006,PG-13,117,"Comedy, Drama, Romance",25,7.4,TRUE,TRUE
Breaking and Entering,2006,R,120,"Drama, Romance",34,0.9,TRUE,TRUE
Let's Go to Prison,2006,R,84,"Comedy, Crime",12,5.5,FALSE,FALSE
Casino Royale,2006,PG-13,144,"Action, Adventure, Thriller",95,167,TRUE,TRUE
Fast Food Nation,2006,R,116,"Comedy, Drama, Romance",50,0.9,FALSE,TRUE
The Queen,2006,PG-13,103,"Biography, Drama",97,56.2,TRUE,TRUE
Happy Feet,2006,PG,108,"Animation, Comedy, Family",75,197.9,TRUE,TRUE
The Fountain,2006,PG-13,96,"Drama, Romance, Sci-Fi",51,10,TRUE,TRUE
Deck the Halls,2006,PG,93,"Comedy, Family",6,35.1,TRUE,FALSE
Deja Vu,2006,PG-13,126,"Action, Sci-Fi, Thriller",55,63.9,TRUE,TRUE
For Your Consideration,2006,PG-13,86,Comedy,50,5.5,TRUE,FALSE
Tenacious D in The Pick of Destiny,2006,R,93,"Adventure, Comedy, Music",54,8.2,FALSE,TRUE
Bobby,2006,R,120,"Drama, History",46,11.1,TRUE,FALSE
Van Wilder 2: The Rise of Taj,2006,R,97,"Comedy, Romance",7,3.8,FALSE,FALSE
The Nativity Story,2006,PG,101,"Drama, Family",38,37.6,TRUE,FALSE
Turistas,2006,R,93,"Horror, Mystery, Thriller",16,6.9,TRUE,FALSE
The U.S. vs. John Lennon,2006,PG-13,99,"Documentary, Biography, Music",77,1,FALSE,FALSE
Blood Diamond,2006,R,143,"Adventure, Drama, Thriller",62,57.3,TRUE,TRUE
The Holiday,2006,PG-13,138,"Comedy, Romance",47,63.2,TRUE,FALSE
Unaccompanied Minors,2006,PG,90,"Adventure, Comedy, Family",31,16.6,FALSE,FALSE
Apocalypto,2006,R,139,"Action, Adventure, Drama",65,50.8,TRUE,FALSE
The Pursuit of Happyness,2006,PG-13,117,"Biography, Drama",67,162.6,TRUE,FALSE
Charlotte's Web,2006,G,97,"Comedy, Family, Fantasy",78,82.1,TRUE,TRUE
Rocky Balboa,2006,PG,102,"Drama, Sport",76,70.1,TRUE,FALSE
Night at the Museum,2006,PG,108,"Action, Adventure, Comedy",44,250.8,TRUE,TRUE
The Good Shepherd,2006,R,167,"Drama, History, Thriller",54,59.8,TRUE,FALSE
We Are Marshall,2006,PG,131,"Drama, Sport",49,43.5,FALSE,FALSE
Dreamgirls,2006,PG-13,130,"Drama, Music, Musical",78,103.3,TRUE,FALSE
Children of Men,2006,R,109,"Drama, Sci-Fi, Thriller",92,35.3,TRUE,TRUE
Thr3e,2006,PG-13,101,"Drama, Horror, Mystery",5,1,FALSE,TRUE
Happily N'Ever After,2006,PG,87,"Animation, Adventure, Comedy",4,151.9,FALSE,TRUE
Alpha Dog,2006,R,122,"Biography, Crime, Drama",55,15.1,TRUE,TRUE
God Grew Tired of Us,2006,PG,89,Documentary,91,0.1,TRUE,FALSE
The Painted Veil,2006,PG-13,125,"Drama, Romance",74,7.9,TRUE,TRUE
The Good German,2006,R,105,"Drama, Mystery, Thriller",33,0.9,TRUE,FALSE
Pan's Labyrinth,2006,R,118,"Drama, Fantasy, War",95,37.4,TRUE,TRUE
Idiocracy,2006,R,84,"Adventure, Comedy, Sci-Fi",73,0.3,FALSE,FALSE
Catch and Release,2006,PG-13,124,"Comedy, Drama, Romance",21,15.3,FALSE,FALSE
Smokin' Aces,2006,R,108,"Action, Crime, Drama",29,35.6,TRUE,TRUE
Letters from Iwo Jima,2006,R,141,"Drama, History, War",91,13.7,TRUE,FALSE
10 Items or Less,2006,R,82,"Comedy, Drama",63,0.0693,TRUE,FALSE
Factory Girl,2006,R,90,"Biography, Drama",19,1.6,FALSE,FALSE
The Bridge,2006,R,94,"Documentary, Drama",67,0.0493,FALSE,TRUE
The Astronaut Farmer,2006,PG,104,"Adventure, Drama, Sci-Fi",57,11,FALSE,FALSE
Amazing Grace,2006,PG,118,"Biography, Drama, History",70,21.2,TRUE,TRUE
Black Snake Moan,2006,R,116,"Drama, Music",66,9.3,TRUE,FALSE
Copying Beethoven,2006,PG-13,104,"Biography, Drama, Music",28,0.2,TRUE,TRUE
Miss Potter,2006,PG,92,"Biography, Drama",66,2.9,TRUE,TRUE
300,2006,R,117,"Action, Fantasy, War",60,210.6,TRUE,FALSE
Starter for 10,2006,PG-13,92,"Comedy, Drama, Romance",89,0.2,TRUE,TRUE
The Ultimate Gift,2006,PG,114,"Drama, Family, Romance",32,3.2,TRUE,FALSE
First Snow,2006,R,101,"Drama, Thriller",58,0.1,FALSE,TRUE
The Namesake,2006,PG-13,122,Drama,87,13.5,TRUE,TRUE
Seraphim Falls,2006,R,115,"Action, Drama, Thriller",55,0.3,TRUE,FALSE
Jesus Camp,2006,PG-13,87,"Documentary, Drama",87,0.8,TRUE,FALSE
Blind Dating,2006,PG-13,95,"Comedy, Romance",25,0.0619,FALSE,FALSE
The Ex,2006,PG-13,89,"Comedy, Romance",19,3,FALSE,FALSE
Away from Her,2006,PG-13,110,Drama,94,15.8,TRUE,TRUE
Hollywood Dreams,2006,R,100,"Comedy, Drama, Romance",36,0.0892,FALSE,FALSE
Bug,2006,R,102,"Drama, Horror, Thriller",61,7,TRUE,TRUE
DOA: Dead or Alive,2006,PG-13,87,"Action, Adventure",34,0.3,FALSE,TRUE
Rescue Dawn,2006,PG-13,120,"Adventure, Biography, Drama",91,5.3,TRUE,TRUE
El cantante,2006,R,106,"Biography, Drama, Music",25,7.5,FALSE,FALSE
Mini's First Time,2006,R,91,"Comedy, Crime, Drama",54,0.0218,TRUE,FALSE
Skinwalkers,2006,R,110,"Action, Fantasy, Horror",14,1,FALSE,TRUE
Come Early Morning,2006,R,97,"Drama, Romance",83,0.0502,TRUE,FALSE
Fay Grim,2006,R,118,"Action, Comedy, Thriller",44,0.0618,TRUE,TRUE
Bella,2006,PG-13,91,"Drama, Romance",44,7.9,TRUE,TRUE
Southland Tales,2006,R,145,"Comedy, Drama, Sci-Fi",36,0.2,FALSE,TRUE
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,R,100,"Documentary, Comedy",57,0.5,FALSE,FALSE
Penelope,2006,PG,104,"Comedy, Fantasy, Romance",53,9.8,FALSE,TRUE
Bonneville,2006,PG,93,"Comedy, Drama",40,0.3,FALSE,FALSE
Little Chenier,2006,R,120,Drama,60,0.0444,TRUE,FALSE
The Fall,2006,R,117,"Adventure, Drama, Fantasy",59,2.1,TRUE,TRUE
Civic Duty,2006,R,98,"Drama, Thriller",56,0.0549,TRUE,TRUE
The Foot Fist Way,2006,R,85,Comedy,54,0.2,TRUE,FALSE
The Heart Specialist,2006,R,99,"Comedy, Drama",0,1.1,FALSE,FALSE
Starting Out in the Evening,2007,PG-13,111,"Drama, Romance",87,0.6,TRUE,FALSE
Freedom Writers,2007,PG-13,123,"Biography, Crime, Drama",69,36.5,TRUE,TRUE
Code Name: The Cleaner,2007,PG-13,84,"Action, Comedy, Crime",4,8.1,FALSE,FALSE
Music Within,2007,R,94,"Biography, Comedy, Drama",33,0.1,TRUE,FALSE
Stomp the Yard,2007,PG-13,109,"Drama, Music, Romance",26,61.4,FALSE,FALSE
Primeval,2007,R,93,"Action, Adventure, Horror",19,10.4,FALSE,FALSE
The Hitcher,2007,R,84,"Action, Crime, Thriller",21,16.2,TRUE,FALSE
Epic Movie,2007,PG-13,86,"Adventure, Comedy",2,39.7,TRUE,FALSE
Blood and Chocolate,2007,PG-13,98,"Drama, Fantasy, Horror",11,3.4,FALSE,TRUE
Because I Said So,2007,PG-13,102,"Comedy, Romance",5,42.6,FALSE,FALSE
The Messengers,2007,PG-13,90,"Drama, Horror, Thriller",12,35.4,TRUE,FALSE
The Last Sin Eater,2007,PG-13,117,Drama,19,0.2,TRUE,FALSE
Norbit,2007,PG-13,102,"Comedy, Drama, Romance",9,95.3,TRUE,FALSE
Music and Lyrics,2007,PG-13,96,"Comedy, Music, Romance",62,50.5,FALSE,FALSE
Daddy's Little Girls,2007,PG-13,100,"Drama, Romance",26,31.3,FALSE,FALSE
Breach,2007,PG-13,110,"Biography, Crime, Drama",84,33,FALSE,FALSE
Ghost Rider,2007,PG-13,114,"Action, Fantasy, Thriller",26,115.8,FALSE,TRUE
Bridge to Terabithia,2007,PG,96,"Adventure, Drama, Family",85,82.2,TRUE,TRUE
The Number 23,2007,R,101,"Drama, Mystery, Thriller",8,35.1,FALSE,TRUE
Reno 911!: Miami,2007,R,84,"Comedy, Crime",35,20.3,FALSE,FALSE
Wild Hogs,2007,PG-13,100,"Action, Adventure, Comedy",14,168.2,FALSE,FALSE
Zodiac,2007,R,157,"Crime, Drama, Mystery",89,33,TRUE,FALSE
Shoot Down,2007,PG-13,85,Documentary,80,0.0514,TRUE,FALSE
Premonition,2007,PG-13,96,"Drama, Fantasy, Mystery",8,47.9,FALSE,FALSE
Dead Silence,2007,R,89,"Horror, Mystery, Thriller",21,16.5,FALSE,FALSE
The Last Mimzy,2007,PG,90,"Family, Sci-Fi",53,21.4,FALSE,FALSE
The Hills Have Eyes II,2007,R,89,"Horror, Thriller",11,20.8,FALSE,FALSE
Pride,2007,PG,104,"Drama, Family, Sport",45,7,TRUE,TRUE
TMNT,2007,PG,87,"Animation, Action, Adventure",34,54.1,FALSE,TRUE
Shooter,2007,R,124,"Action, Crime, Drama",48,47,FALSE,FALSE
Reign Over Me,2007,R,124,Drama,64,19.7,FALSE,FALSE
Blades of Glory,2007,PG-13,93,"Comedy, Sport",69,118.2,TRUE,FALSE
The Lookout,2007,R,99,"Crime, Drama, Thriller",87,4.5,TRUE,FALSE
Meet the Robinsons,2007,G,95,"Animation, Adventure, Comedy",66,97.7,TRUE,FALSE
Firehouse Dog,2007,PG,111,"Action, Comedy, Family",38,13.9,FALSE,TRUE
Are We Done Yet?,2007,PG,92,"Comedy, Drama, Family",8,50,FALSE,TRUE
The Reaping,2007,R,99,"Horror, Thriller",8,25.1,FALSE,FALSE
Grindhouse,2007,R,191,"Action, Horror, Thriller",83,24.9,TRUE,FALSE
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,86,"Animation, Action, Adventure",48,5.4,FALSE,FALSE
Disturbia,2007,PG-13,105,"Drama, Mystery, Thriller",68,80.1,TRUE,FALSE
My Name Is Bruce,2007,R,86,"Comedy, Horror",40,0.1,FALSE,FALSE
Pathfinder,2007,R,99,"Action, Adventure, Drama",11,10.2,FALSE,FALSE
Perfect Stranger,2007,R,109,"Crime, Mystery, Thriller",11,23.7,TRUE,FALSE
Redline,2007,PG-13,95,Action,0,6.8,FALSE,FALSE
Vacancy,2007,R,85,"Horror, Thriller",56,19,FALSE,FALSE
Fracture,2007,R,113,"Crime, Drama, Mystery",71,39,TRUE,TRUE
In the Land of Women,2007,PG-13,97,"Comedy, Drama, Romance",43,11,FALSE,FALSE
Hot Fuzz,2007,R,121,Comedy,91,23.6,TRUE,TRUE
The Hammer,2007,R,88,"Comedy, Romance, Sport",80,0.3,FALSE,FALSE
Next,2007,PG-13,96,"Action, Sci-Fi, Thriller",28,18,TRUE,FALSE
The Condemned,2007,R,113,"Action, Thriller",15,7.3,FALSE,FALSE
The Invisible,2007,PG-13,102,"Crime, Drama, Fantasy",20,20.5,FALSE,TRUE
Lucky You,2007,PG-13,124,"Drama, Romance, Sport",29,5.7,FALSE,TRUE
Spider-Man 3,2007,PG-13,139,"Action, Adventure",63,336.5,TRUE,FALSE
Interview,2007,R,84,Drama,57,0.3,TRUE,TRUE
Delta Farce,2007,PG-13,90,"Action, Adventure, Comedy",5,8.1,FALSE,FALSE
Year of the Dog,2007,PG-13,97,"Comedy, Drama",69,1.5,FALSE,FALSE
Georgia Rule,2007,R,113,"Comedy, Drama",17,18.9,TRUE,FALSE
Shrek the Third,2007,PG,93,"Animation, Adventure, Comedy",40,320.7,TRUE,FALSE
Pirates of the Caribbean: At World's End,2007,PG-13,169,"Action, Adventure, Fantasy",45,309.4,TRUE,FALSE
Waitress,2007,PG-13,108,"Comedy, Drama, Romance",89,18.7,TRUE,FALSE
Crazy Love,2007,PG-13,92,Documentary,78,0.2,TRUE,FALSE
Gracie,2007,PG-13,95,"Biography, Drama, Sport",60,2.9,TRUE,FALSE
Mr. Brooks,2007,R,120,"Crime, Drama, Mystery",55,28.4,FALSE,FALSE
Surf's Up,2007,PG,85,"Animation, Comedy, Family",78,58.9,TRUE,FALSE
Hostel: Part II,2007,R,94,Horror,44,17.5,FALSE,FALSE
Ocean's Thirteen,2007,PG-13,122,"Crime, Thriller",70,117.1,TRUE,FALSE
The Living Wake,2007,PG-13,91,Comedy,50,0.0121,TRUE,FALSE
Fantastic 4: Rise of the Silver Surfer,2007,PG,92,"Action, Adventure, Fantasy",37,131.8,TRUE,TRUE
Nancy Drew,2007,PG,99,"Comedy, Crime, Family",49,25.5,FALSE,FALSE
1408,2007,PG-13,104,"Horror, Mystery",79,71.9,TRUE,FALSE
A Mighty Heart,2007,R,108,"Biography, Drama, History",79,9.1,TRUE,TRUE
Evan Almighty,2007,PG,96,"Comedy, Family, Fantasy",23,100.3,TRUE,FALSE
Live Free or Die Hard,2007,PG-13,128,"Action, Adventure, Thriller",82,134.5,TRUE,TRUE
Ratatouille,2007,G,111,"Animation, Comedy, Family",96,206.4,TRUE,FALSE
Evening,2007,PG-13,117,"Drama, Romance",27,12.4,FALSE,TRUE
Sicko,2007,PG-13,123,Documentary,92,24.3,TRUE,FALSE
License to Wed,2007,PG-13,91,"Comedy, Romance",7,43.7,FALSE,TRUE
Nanking,2007,R,88,"Documentary, History, War",96,0.0455,TRUE,FALSE
