Title,Year,Rating,Runtime,Genre,Critic.Score,Box.Office,Awards,International
Mission: Impossible - Ghost Protocol,2011,PG-13,133,"Action, Adventure, Thriller",93,209.4,TRUE,TRUE
The Girl with the Dragon Tattoo,2011,R,158,"Crime, Drama, Mystery",86,102.5,TRUE,TRUE
The Adventures of Tintin,2011,PG,107,"Animation, Action, Adventure",75,77.6,TRUE,TRUE
We Bought a Zoo,2011,PG,124,"Comedy, Drama, Family",66,75.6,TRUE,FALSE
My Week with Marilyn,2011,R,99,"Biography, Drama",83,14.6,TRUE,TRUE
War Horse,2011,PG-13,146,"Drama, War",77,79.9,TRUE,TRUE
The Darkest Hour,2011,PG-13,89,"Action, Drama, Horror",12,21.4,FALSE,FALSE
Roadie,2011,R,95,"Comedy, Drama, Music",72,0.0076,TRUE,FALSE
Haywire,2011,R,93,"Action, Thriller",80,18.9,FALSE,TRUE
Extremely Loud & Incredibly Close,2011,PG-13,129,"Adventure, Drama, Mystery",46,31.8,TRUE,FALSE
The Artist,2011,PG-13,100,"Comedy, Drama, Romance",97,44.7,TRUE,TRUE
Like Crazy,2011,PG-13,90,"Drama, Romance",72,3.4,TRUE,FALSE
The Grey,2011,R,117,"Adventure, Drama, Thriller",79,51.5,TRUE,FALSE
Circumstance,2011,R,107,Drama,86,0.5,TRUE,TRUE
In the Land of Blood and Honey,2011,R,127,"Drama, Romance, War",55,0.3,TRUE,FALSE
Buck,2011,PG,88,Documentary,89,4,TRUE,FALSE
Ghost Rider: Spirit of Vengeance,2011,PG-13,96,"Action, Fantasy, Thriller",17,51.8,FALSE,TRUE
Corman's World: Exploits of a Hollywood Rebel,2011,R,95,Documentary,92,0.007,FALSE,FALSE
Albert Nobbs,2011,R,113,Drama,56,3,TRUE,TRUE
Goon,2011,R,92,"Comedy, Sport",82,4.2,FALSE,TRUE
Rampart,2011,R,108,"Crime, Drama",74,1,TRUE,FALSE
Silent House,2011,R,86,"Horror, Mystery, Thriller",41,12.6,TRUE,TRUE
Jiro Dreams of Sushi,2011,PG,81,Documentary,99,2.6,TRUE,FALSE
Puncture,2011,R,100,Drama,51,0.0671,TRUE,FALSE
Friends with Kids,2011,R,107,"Comedy, Drama, Romance",66,7.3,FALSE,FALSE
Natural Selection,2011,R,90,"Comedy, Drama",71,0.0482,TRUE,FALSE
Bellflower,2011,R,106,"Action, Drama, Romance",74,0.2,TRUE,FALSE
The Trouble with Bliss,2011,PG-13,97,"Comedy, Drama",29,0.0109,TRUE,FALSE
The Innkeepers,2011,R,101,Horror,79,0.0775,TRUE,FALSE
Into the Abyss,2011,PG-13,107,"Documentary, Crime",91,0.2,TRUE,TRUE
The Island President,2011,PG,101,Documentary,98,0.0752,TRUE,FALSE
Paul Williams Still Alive,2011,PG-13,87,"Documentary, Biography, Comedy",97,0.0376,FALSE,TRUE
The Raid: Redemption,2011,R,101,"Action, Thriller",85,4.1,TRUE,TRUE
Touchback,2011,PG-13,118,"Drama, Family, Fantasy",38,0.2,TRUE,FALSE
The Divide,2011,R,112,"Drama, Sci-Fi, Thriller",25,0.018,TRUE,TRUE
Damsels in Distress,2011,PG-13,99,"Comedy, Drama, Romance",75,1,TRUE,FALSE
Laugh at My Pain,2011,R,89,"Documentary, Comedy",71,7.7,TRUE,FALSE
Being Elmo: A Puppeteer's Journey,2011,PG,80,Documentary,95,0.3,TRUE,FALSE
Bully,2011,PG-13,98,Documentary,84,44.7,TRUE,FALSE
Last Call at the Oasis,2011,PG-13,105,Documentary,83,0.0408,TRUE,FALSE
A Little Bit of Heaven,2011,PG-13,106,"Comedy, Drama, Fantasy",4,0.01,FALSE,FALSE
Kill the Irishman,2011,R,106,"Action, Biography, Crime",63,1.2,FALSE,FALSE
"Jeff, Who Lives at Home",2011,R,83,"Comedy, Drama",78,4.2,FALSE,FALSE
The Best Exotic Marigold Hotel,2011,PG-13,124,"Comedy, Drama",78,46.4,TRUE,TRUE
God Bless America,2011,R,105,"Action, Comedy, Crime",67,0.1,TRUE,FALSE
Margaret,2011,R,150,Drama,74,0.0465,TRUE,FALSE
Bernie,2011,PG-13,104,"Comedy, Crime, Drama",90,9.2,TRUE,FALSE
Killer Joe,2011,R,102,"Crime, Drama, Thriller",78,0.9,TRUE,FALSE
Lovely Molly,2011,R,99,"Drama, Horror",41,0.018,TRUE,FALSE
Neil Young Journeys,2011,PG,87,"Documentary, Music",88,0.2,FALSE,FALSE
Your Sister's Sister,2011,R,90,"Comedy, Drama",83,1.6,TRUE,FALSE
Revenge of the Electric Car,2011,PG-13,90,Documentary,70,0.2,TRUE,FALSE
I Melt with You,2011,R,129,Drama,12,0.006,TRUE,FALSE
Undefeated,2011,PG-13,113,"Documentary, Sport",96,0.6,TRUE,FALSE
Sound of My Voice,2011,R,85,"Drama, Mystery, Sci-Fi",75,0.4,TRUE,FALSE
Terri,2011,R,105,"Comedy, Drama",86,0.7,TRUE,FALSE
"Peace, Love, & Misunderstanding",2011,R,96,"Comedy, Drama, Music",29,0.5,TRUE,FALSE
Samsara,2011,PG-13,102,"Documentary, Music",77,2.6,TRUE,TRUE
The Good Doctor,2011,PG-13,93,"Drama, Thriller",66,0.0032,FALSE,FALSE
The Day,2011,R,87,"Action, Drama, Horror",23,0.0205,TRUE,FALSE
Diana Vreeland: The Eye Has to Travel,2011,PG-13,86,"Documentary, Biography",94,1,TRUE,FALSE
10 Years,2011,PG-13,100,"Comedy, Drama, Romance",60,0.2,FALSE,FALSE
The Oranges,2011,R,90,"Comedy, Drama, Romance",34,0.4,FALSE,FALSE
Butter,2011,R,90,Comedy,33,0.0709,FALSE,FALSE
Comic-Con Episode IV: A Fan's Hope,2011,PG-13,88,Documentary,83,0.0347,FALSE,FALSE
4:44 Last Day on Earth,2011,R,82,"Drama, Fantasy, Sci-Fi",48,0.0157,FALSE,TRUE
Dorfman in Love,2011,R,92,"Comedy, Romance",15,0.0137,TRUE,FALSE
October Baby,2011,PG-13,107,Drama,22,5.4,TRUE,FALSE
Violet & Daisy,2011,R,88,"Action, Comedy, Crime",22,0.01,FALSE,FALSE
You're Next,2011,R,95,"Horror, Thriller",75,18.5,TRUE,TRUE
Take Me Home,2011,PG-13,97,"Comedy, Romance",0,0.0154,TRUE,FALSE
Cassadaga,2011,R,108,"Horror, Thriller",10,0.0017,FALSE,FALSE
Forks Over Knives,2011,PG,90,Documentary,61,1,FALSE,FALSE
Fort McCoy,2011,R,100,"Drama, History, War",50,0.0782,TRUE,FALSE
The Devil Inside,2012,R,83,Horror,6,53.2,TRUE,FALSE
Runaway Slave,2012,PG,108,"Documentary, History",0,0.0478,FALSE,TRUE
Joyful Noise,2012,PG-13,118,"Comedy, Music",33,30.9,FALSE,FALSE
Contraband,2012,R,109,"Action, Crime, Drama",51,66.5,FALSE,TRUE
Red Tails,2012,PG-13,125,"Action, Adventure, Drama",40,49.5,TRUE,FALSE
Underworld: Awakening,2012,R,88,"Action, Fantasy, Horror",26,62.3,TRUE,FALSE
Carol Channing: Larger Than Life,2012,PG,87,"Documentary, Biography, Comedy",89,0.0155,TRUE,FALSE
LUV,2012,R,94,"Crime, Drama",36,0.2,TRUE,FALSE
Tim and Eric's Billion Dollar Movie,2012,R,93,Comedy,38,0.2,FALSE,FALSE
An Inconsistent Truth,2012,PG,89,"Documentary, Adventure, News",0,0.0528,TRUE,FALSE
Man on a Ledge,2012,PG-13,102,"Action, Crime, Thriller",31,18.6,FALSE,FALSE
One for the Money,2012,PG-13,91,"Action, Comedy, Crime",2,26.4,TRUE,FALSE
Big Miracle,2012,PG,107,"Biography, Drama, Romance",73,20.1,FALSE,TRUE
Chronicle,2012,PG-13,84,"Drama, Sci-Fi, Thriller",85,64.6,TRUE,FALSE
Journey 2: The Mysterious Island,2012,PG,94,"Action, Adventure, Comedy",42,103.8,TRUE,FALSE
The Vow,2012,PG-13,104,"Drama, Romance",29,125,TRUE,TRUE
Safe House,2012,R,115,"Action, Crime, Mystery",53,126.1,TRUE,TRUE
This Means War,2012,PG-13,103,"Action, Comedy, Romance",26,54.8,TRUE,FALSE
Gone,2012,PG-13,94,"Drama, Mystery, Thriller",11,11.7,FALSE,FALSE
Good Deeds,2012,PG-13,110,"Comedy, Drama, Romance",31,35,FALSE,FALSE
Act of Valor,2012,R,110,"Action, Thriller, War",25,70,TRUE,FALSE
Wanderlust,2012,R,98,Comedy,59,17.3,TRUE,FALSE
Red Lights,2012,R,114,"Drama, Mystery, Thriller",29,0.0493,FALSE,TRUE
The Lorax,2012,PG,86,"Animation, Comedy, Family",54,213.9,TRUE,FALSE
ATM,2012,R,90,"Horror, Thriller",9,0.002,FALSE,TRUE
Project X,2012,R,88,"Comedy, Crime",28,54.7,FALSE,FALSE
A Thousand Words,2012,PG-13,91,"Comedy, Drama",0,18.4,FALSE,FALSE
John Carter,2012,PG-13,132,"Action, Adventure, Fantasy",51,73.1,TRUE,FALSE
Brooklyn Castle,2012,PG,101,Documentary,96,0.2,TRUE,FALSE
The Do-Deca-Pentathlon,2012,R,76,Comedy,74,0.01,FALSE,FALSE
Big Star: Nothing Can Hurt Me,2012,PG-13,113,Documentary,92,0.1,FALSE,FALSE
21 Jump Street,2012,R,109,"Action, Comedy, Crime",85,138.4,TRUE,FALSE
The Hunger Games,2012,PG-13,142,"Action, Adventure, Sci-Fi",84,408,TRUE,FALSE
Meeting Evil,2012,R,89,"Crime, Drama, Mystery",13,0.000181,FALSE,FALSE
Mirror Mirror,2012,PG,106,"Adventure, Comedy, Drama",49,64.9,TRUE,TRUE
Wrath of the Titans,2012,PG-13,99,"Action, Adventure, Fantasy",25,83.6,TRUE,TRUE
American Reunion,2012,R,113,Comedy,43,56.7,TRUE,FALSE
The Cabin in the Woods,2012,R,95,"Horror, Mystery, Thriller",91,42,TRUE,FALSE
Blue Like Jazz,2012,PG-13,108,"Comedy, Drama",38,0.6,FALSE,FALSE
The Three Stooges,2012,PG,92,Comedy,51,44.3,FALSE,FALSE
Woman Thou Art Loosed: On the 7th Day,2012,PG-13,101,Drama,20,1.2,FALSE,FALSE
Being Flynn,2012,R,102,Drama,51,0.5,FALSE,FALSE
Jack & Diane,2012,R,110,"Drama, Horror, Romance",13,0.001,FALSE,FALSE
Think Like a Man,2012,PG-13,122,"Comedy, Romance",53,91.5,TRUE,FALSE
Jesus Henry Christ,2012,PG-13,92,Comedy,24,0.0184,TRUE,FALSE
To the Arctic 3D,2012,G,40,Documentary,67,0.000712,TRUE,FALSE
Marley,2012,PG-13,144,"Documentary, Biography, Music",95,1.4,TRUE,TRUE
The Lucky One,2012,PG-13,101,"Drama, Romance",20,60.4,TRUE,FALSE
The Raven,2012,R,110,"Crime, Mystery, Thriller",22,16,FALSE,TRUE
Safe,2012,R,94,"Action, Crime, Thriller",57,17.1,FALSE,FALSE
The Five-Year Engagement,2012,R,124,"Comedy, Romance",63,28.6,FALSE,TRUE
The Giant Mechanical Man,2012,PG-13,94,"Comedy, Drama, Romance",71,0.0054,FALSE,FALSE
The Pirates! Band of Misfits,2012,PG,88,"Animation, Adventure, Comedy",86,31.1,TRUE,TRUE
The Avengers,2012,PG-13,143,"Action, Adventure, Sci-Fi",92,623.3,TRUE,FALSE
Piranha 3DD,2012,R,83,"Comedy, Horror",13,0.4,TRUE,FALSE
Dark Shadows,2012,PG-13,113,"Comedy, Horror",37,79.7,TRUE,TRUE
Otter 501,2012,G,85,Documentary,60,0.0129,FALSE,FALSE
Casa de mi Padre,2012,R,84,"Comedy, Western",42,5.9,TRUE,FALSE
The Dictator,2012,R,83,Comedy,57,59.6,TRUE,FALSE
Brake,2012,R,92,Thriller,44,0.0043,FALSE,FALSE
Crooked Arrows,2012,PG-13,105,"Drama, Sport",38,1.7,FALSE,FALSE
Battleship,2012,PG-13,131,"Action, Adventure, Sci-Fi",34,65.2,TRUE,FALSE
What to Expect When You're Expecting,2012,PG-13,110,"Comedy, Drama, Romance",22,41.1,FALSE,FALSE
On the Road,2012,R,124,"Adventure, Drama",43,0.7,TRUE,TRUE
Darling Companion,2012,PG-13,103,Drama,22,0.8,FALSE,FALSE
Men in Black 3,2012,PG-13,106,"Action, Comedy, Sci-Fi",69,179,TRUE,FALSE
Snow White and the Huntsman,2012,PG-13,127,"Action, Adventure, Drama",48,155.1,TRUE,FALSE
Lola Versus,2012,R,87,Comedy,35,0.3,FALSE,FALSE
Prometheus,2012,R,124,"Adventure, Mystery, Sci-Fi",73,126.5,TRUE,TRUE
Madagascar 3: Europe's Most Wanted,2012,PG,93,"Animation, Adventure, Comedy",79,216.4,TRUE,FALSE
Ai Weiwei: Never Sorry,2012,R,91,Documentary,97,0.5,TRUE,FALSE
Rock of Ages,2012,PG-13,123,"Comedy, Drama, Musical",41,38.5,TRUE,FALSE
That's My Boy,2012,R,116,Comedy,20,36.9,TRUE,FALSE
Battlefield America,2012,PG-13,106,"Drama, Musical",8,0.2,FALSE,FALSE
Abraham Lincoln: Vampire Hunter,2012,R,105,"Action, Fantasy, Horror",35,37.5,FALSE,FALSE
Lay the Favorite,2012,R,94,"Comedy, Drama",19,0.021,FALSE,TRUE
Seeking a Friend for the End of the World,2012,R,101,"Adventure, Comedy, Drama",55,6.6,FALSE,TRUE
Brave,2012,PG,93,"Animation, Adventure, Comedy",78,237.3,TRUE,FALSE
The Last Ride,2012,PG-13,102,"Biography, Drama, Music",44,0.0163,FALSE,FALSE
Moonrise Kingdom,2012,PG-13,94,"Adventure, Comedy, Drama",94,45.5,TRUE,FALSE
People Like Us,2012,PG-13,114,Drama,55,12.4,FALSE,FALSE
Ted,2012,R,106,"Comedy, Fantasy",67,218.6,TRUE,FALSE
Madea's Witness Protection,2012,PG-13,114,"Comedy, Crime, Drama",21,65.6,TRUE,FALSE
Magic Mike,2012,R,110,"Comedy, Drama",80,113.7,TRUE,FALSE
The Amazing Spider-Man,2012,PG-13,136,"Action, Adventure, Fantasy",72,262,TRUE,FALSE
Beasts of the Southern Wild,2012,PG-13,93,"Drama, Fantasy",86,12.8,TRUE,FALSE
Katy Perry: Part of Me,2012,PG,93,"Documentary, Music",77,25.3,TRUE,FALSE
Savages,2012,R,131,"Crime, Drama, Thriller",51,47.3,FALSE,FALSE
The Magic of Belle Isle,2012,PG,109,"Comedy, Drama",30,0.1,FALSE,FALSE
To Rome with Love,2012,R,112,"Comedy, Romance",44,16.7,TRUE,TRUE
Cowgirls 'n Angels,2012,PG,92,Family,0,0.1,TRUE,FALSE
Ice Age: Continental Drift,2012,PG,88,"Animation, Adventure, Comedy",37,161.3,TRUE,FALSE
The Obama Effect,2012,PG-13,85,"Comedy, Drama",0,0.1,FALSE,FALSE
Soldiers of Fortune,2012,R,94,"Action, Adventure",14,0.0388,FALSE,TRUE
Something from Nothing: The Art of Rap,2012,R,106,"Documentary, Music",92,0.3,TRUE,TRUE
The Dark Knight Rises,2012,PG-13,165,"Action, Thriller",87,448.1,TRUE,TRUE
Step Up Revolution,2012,PG-13,99,"Drama, Music, Romance",42,35.1,FALSE,FALSE
The Watch,2012,R,102,"Action, Comedy, Sci-Fi",17,34.4,FALSE,FALSE
Total Recall,2012,PG-13,118,"Action, Adventure, Mystery",30,58.9,TRUE,TRUE
Diary of a Wimpy Kid: Dog Days,2012,PG,94,"Comedy, Family",51,49,TRUE,TRUE
Nitro Circus: The Movie,2012,PG-13,92,"Documentary, Action, Comedy",6,3.4,FALSE,FALSE
Hope Springs,2012,PG-13,100,"Comedy, Drama, Romance",74,63.5,TRUE,FALSE
About Cherry,2012,R,98,Drama,10,0.0028,FALSE,FALSE
No,2012,R,118,Drama,93,2.3,TRUE,TRUE
Girl in Progress,2012,PG-13,93,"Comedy, Drama",30,2.6,TRUE,FALSE
The Bourne Legacy,2012,PG-13,135,"Action, Adventure, Mystery",55,113.2,TRUE,TRUE
The Campaign,2012,R,85,Comedy,64,86.9,TRUE,FALSE
The Odd Life of Timothy Green,2012,PG,105,"Comedy, Drama, Family",34,51.9,TRUE,FALSE
ParaNorman,2012,PG,92,"Animation, Adventure, Comedy",87,56,TRUE,FALSE
Why Stop Now?,2012,R,85,"Comedy, Drama",24,0.0016,FALSE,FALSE
Sparkle,2012,PG-13,116,"Drama, Music",57,24.4,FALSE,FALSE
The Expendables 2,2012,R,103,"Action, Adventure, Thriller",65,85,TRUE,FALSE
Hit and Run,2012,R,100,"Action, Comedy, Romance",49,13.7,TRUE,FALSE
Celeste & Jesse Forever,2012,R,92,"Comedy, Drama, Romance",70,3.1,FALSE,FALSE
The Babymakers,2012,R,95,Comedy,8,0.0052,FALSE,FALSE
2016: Obama's America,2012,PG,87,Documentary,26,33.3,FALSE,FALSE
The Apparition,2012,PG-13,82,"Horror, Thriller",3,4.9,TRUE,FALSE
Premium Rush,2012,PG-13,91,"Action, Crime, Thriller",75,20.3,TRUE,FALSE
Lawless,2012,R,116,"Crime, Drama",67,37.4,TRUE,FALSE
The Oogieloves in the Big Balloon Adventure,2012,G,88,"Adventure, Family",27,1.1,FALSE,FALSE
The Possession,2012,PG-13,92,"Horror, Thriller",40,49.1,TRUE,TRUE
Stolen,2012,R,96,"Action, Crime, Drama",16,0.3,FALSE,FALSE
Ruby Sparks,2012,R,104,"Comedy, Drama, Fantasy",79,2.5,TRUE,FALSE
V/H/S,2012,R,116,"Horror, Thriller",55,0.0998,FALSE,FALSE
Bachelorette,2012,R,87,"Comedy, Romance",56,0.4,TRUE,FALSE
Nobody Walks,2012,R,83,Drama,38,0.025,FALSE,FALSE
Branded,2012,R,106,"Drama, Fantasy, Thriller",10,0.4,FALSE,TRUE
The Cold Light of Day,2012,PG-13,93,"Action, Thriller",5,3.7,FALSE,TRUE
The Words,2012,PG-13,102,"Drama, Mystery, Romance",22,11.4,FALSE,FALSE
Last Ounce of Courage,2012,PG,101,Drama,0,3.3,FALSE,FALSE
Arbitrage,2012,R,107,"Drama, Thriller",87,7.9,TRUE,TRUE
Resident Evil: Retribution,2012,R,96,"Action, Horror, Sci-Fi",31,42.3,TRUE,TRUE
Robot & Frank,2012,PG-13,89,"Comedy, Crime, Drama",86,3.3,TRUE,FALSE
End of Watch,2012,R,109,"Crime, Drama, Thriller",85,41,TRUE,FALSE
House at the End of the Street,2012,PG-13,101,"Horror, Mystery, Thriller",10,31.6,TRUE,TRUE
Head Games,2012,PG-13,95,"Documentary, Sport",88,0.0141,FALSE,FALSE
The Master,2012,R,144,Drama,85,16.2,TRUE,FALSE
Backwards,2012,PG,89,"Romance, Sport",28,0.0615,FALSE,FALSE
My Uncle Rafael,2012,PG-13,102,Comedy,20,0.2,FALSE,FALSE
Trouble with the Curve,2012,PG-13,111,"Drama, Sport",50,35.8,TRUE,FALSE
Dredd,2012,R,95,"Action, Sci-Fi",78,13.4,TRUE,TRUE
Compliance,2012,R,90,"Crime, Drama, Thriller",89,0.3,TRUE,FALSE
Trade of Innocents,2012,PG-13,88,"Drama, Thriller",0,0.0151,FALSE,TRUE
Won't Back Down,2012,PG,121,Drama,32,5.3,TRUE,FALSE
Looper,2012,R,119,"Action, Crime, Sci-Fi",93,66.3,TRUE,TRUE
Hotel Transylvania,2012,PG,91,"Animation, Comedy, Family",44,148.3,TRUE,FALSE
Nature Calls,2012,R,79,Comedy,5,0.000382,FALSE,FALSE
Frankenweenie,2012,PG,87,"Animation, Comedy, Family",87,35.3,TRUE,FALSE
Liberal Arts,2012,PG-13,97,"Comedy, Drama",70,0.3,FALSE,FALSE
Pitch Perfect,2012,PG-13,112,"Comedy, Music, Romance",81,61.1,TRUE,FALSE
Escape Fire: The Fight to Rescue American Healthcare,2012,PG-13,95,"Documentary, News",81,0.0973,TRUE,TRUE
Here Comes the Boom,2012,PG,105,"Action, Comedy, Sport",38,45.3,FALSE,FALSE
Least Among Saints,2012,R,107,Drama,36,0.028,FALSE,FALSE
Sinister,2012,R,110,"Horror, Mystery",62,48.1,TRUE,TRUE
The Perks of Being a Wallflower,2012,PG-13,102,"Drama, Romance",85,17.7,TRUE,FALSE
Argo,2012,R,120,"Drama, History, Thriller",96,136,TRUE,FALSE
Atlas Shrugged II: The Strike,2012,PG-13,111,"Drama, Mystery, Sci-Fi",4,3.3,FALSE,FALSE
Just 45 Minutes from Broadway,2012,R,110,Drama,10,0.0886,FALSE,FALSE
The Paperboy,2012,R,107,"Drama, Thriller",43,0.7,TRUE,FALSE
Safety Not Guaranteed,2012,R,86,"Comedy, Drama, Romance",90,4,TRUE,FALSE
Alex Cross,2012,PG-13,101,"Action, Crime, Mystery",12,25.9,FALSE,TRUE
Hating Breitbart,2012,PG-13,85,Documentary,0,0.0814,FALSE,FALSE
Paranormal Activity 4,2012,R,88,Horror,24,53.9,TRUE,FALSE
Universal Soldier: Day of Reckoning,2012,R,114,"Action, Horror, Mystery",51,0.0052,FALSE,FALSE
Fun Size,2012,PG-13,86,"Adventure, Comedy",25,9.4,FALSE,FALSE
Chasing Mavericks,2012,PG,116,"Biography, Drama, Sport",31,6,FALSE,FALSE
Cloud Atlas,2012,R,172,"Drama, Sci-Fi",66,27.1,TRUE,TRUE
Long Shot: The Kevin Laue Story,2012,PG-13,93,"Documentary, Drama",67,0.0284,FALSE,FALSE
Silent Hill: Revelation 3D,2012,R,95,"Horror, Mystery, Thriller",5,17.5,TRUE,TRUE
Flight,2012,R,138,"Drama, Thriller",77,93.7,TRUE,FALSE
"For a Good Time, Call...",2012,R,85,Comedy,55,1.2,FALSE,FALSE
The Man with the Iron Fists,2012,R,95,Action,49,15.6,FALSE,TRUE
Wreck-It Ralph,2012,PG,101,"Animation, Adventure, Comedy",86,189.4,TRUE,FALSE
Vamps,2012,PG-13,92,"Comedy, Horror, Romance",53,0.003,FALSE,FALSE
Save the Date,2012,R,97,"Comedy, Romance",46,0.0038,TRUE,FALSE
Grassroots,2012,R,98,"Comedy, Drama",52,0.0065,FALSE,FALSE
Skyfall,2012,PG-13,143,"Action, Adventure, Thriller",92,304.4,TRUE,TRUE
Deadfall,2012,R,95,"Crime, Drama, Thriller",32,0.0658,FALSE,TRUE
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,"Adventure, Drama, Fantasy",48,292.3,TRUE,FALSE
Lincoln,2012,PG-13,150,"Biography, Drama, History",90,182.2,TRUE,TRUE
The Sessions,2012,R,95,"Biography, Comedy, Drama",93,6,TRUE,FALSE
30 Beats,2012,R,88,"Comedy, Romance",5,0.0147,FALSE,TRUE
The Bay,2012,R,84,"Horror, Sci-Fi, Thriller",77,0.0305,TRUE,FALSE
Rise of the Guardians,2012,PG,97,"Animation, Adventure, Family",74,103.4,TRUE,FALSE
Red Dawn,2012,PG-13,93,"Action, Thriller, War",12,44.8,TRUE,FALSE
Life of Pi,2012,PG,127,"Action, Adventure, Drama",87,125,TRUE,TRUE
West of Memphis,2012,R,147,Documentary,95,0.3,TRUE,TRUE
A Late Quartet,2012,R,105,"Drama, Music",78,1.6,FALSE,FALSE
Mansome,2012,PG-13,82,Documentary,25,0.0184,FALSE,FALSE
The Collection,2012,R,82,"Horror, Thriller",37,6.8,FALSE,FALSE
Killing Them Softly,2012,R,97,"Crime, Thriller",75,15,TRUE,FALSE
Silent Night,2012,R,94,"Comedy, Horror, Mystery",64,0.0097,FALSE,TRUE
Playing for Keeps,2012,PG-13,105,"Comedy, Romance, Sport",3,13.1,FALSE,FALSE
Waiting for Lightning,2012,PG-13,96,Documentary,43,0.0195,TRUE,FALSE
Smashed,2012,R,81,Drama,84,0.4,FALSE,FALSE
The Hobbit: An Unexpected Journey,2012,PG-13,169,"Adventure, Fantasy",64,303,TRUE,TRUE
Chasing Ice,2012,PG-13,75,"Documentary, Biography",96,1.3,TRUE,FALSE
Hitchcock,2012,PG-13,98,"Biography, Drama",62,6,TRUE,TRUE
The Guilt Trip,2012,PG-13,95,"Comedy, Drama",12,25.9,FALSE,FALSE
Jack Reacher,2012,PG-13,130,"Action, Mystery, Thriller",62,80,TRUE,FALSE
This Is 40,2012,R,134,Comedy,51,67.5,TRUE,FALSE
Cirque du Soleil: Worlds Away,2012,PG,91,Fantasy,47,12.5,FALSE,FALSE
Django Unchained,2012,R,165,Western,88,162.8,TRUE,FALSE
Parental Guidance,2012,PG,105,"Comedy, Family",18,77.3,TRUE,FALSE
Les Misérables,2012,PG-13,158,"Drama, Musical, Romance",70,148.8,TRUE,TRUE
Silver Linings Playbook,2012,R,122,"Comedy, Drama, Romance",92,132.1,TRUE,FALSE
Promised Land,2012,R,106,Drama,51,7.5,TRUE,TRUE
The Impossible,2012,PG-13,114,"Drama, Thriller",81,19,TRUE,TRUE
Zero Dark Thirty,2012,R,157,"Drama, History, Thriller",93,95.7,TRUE,FALSE
John Dies at the End,2012,R,99,"Comedy, Horror, Sci-Fi",61,0.1,TRUE,FALSE
Hello I Must Be Going,2012,R,95,"Comedy, Drama, Romance",74,0.0838,TRUE,FALSE
Bullet to the Head,2012,R,92,"Action, Crime, Thriller",46,9.5,FALSE,FALSE
Girls Against Boys,2012,R,93,"Drama, Horror, Thriller",19,0.0061,TRUE,FALSE
Stand Up Guys,2012,R,95,"Comedy, Crime, Thriller",38,3.3,FALSE,FALSE
The First Time,2012,PG-13,95,"Comedy, Drama, Romance",47,0.0171,FALSE,FALSE
The Package,2012,R,95,"Action, Crime, Thriller",0,0.0011,FALSE,TRUE
To the Wonder,2012,R,112,"Drama, Romance",45,0.6,TRUE,FALSE
A Place at the Table,2012,PG,84,Documentary,90,0.2,TRUE,FALSE
Greedy Lying Bastards,2012,PG-13,90,Documentary,69,0.045,FALSE,FALSE
Don't Stop Believin': Everyman's Journey,2012,R,105,"Documentary, Music",62,0.0596,TRUE,FALSE
A Glimpse Inside the Mind of Charles Swan III,2012,R,86,Comedy,15,0.0356,FALSE,FALSE
Spring Breakers,2012,R,94,"Action, Crime, Drama",66,14.1,TRUE,FALSE
Kiss of the Damned,2012,R,97,"Drama, Horror, Romance",58,0.0143,TRUE,FALSE
Sleepwalk with Me,2012,PG-13,81,Comedy,83,2.3,TRUE,FALSE
The Brass Teapot,2012,R,101,"Comedy, Fantasy, Thriller",33,0.0066,FALSE,FALSE
The Lords of Salem,2012,R,101,"Horror, Thriller",45,1.2,TRUE,TRUE
Filly Brown,2012,R,80,"Drama, Music",45,2.8,TRUE,FALSE
The Place Beyond the Pines,2012,R,140,"Crime, Drama, Thriller",80,21.4,TRUE,FALSE
The Company You Keep,2012,R,125,"Drama, Thriller",55,5.1,TRUE,TRUE
At Any Price,2012,R,105,"Drama, Thriller",51,0.4,FALSE,FALSE
The Iceman,2012,R,106,"Biography, Crime, Drama",66,1.9,TRUE,FALSE
Stuck in Love,2012,R,97,"Comedy, Drama, Romance",58,0.079,FALSE,FALSE
The Reluctant Fundamentalist,2012,R,130,"Drama, Thriller",53,0.5,TRUE,TRUE
What Maisie Knew,2012,R,99,Drama,87,1.1,TRUE,FALSE
No Place on Earth,2012,PG-13,83,"Documentary, War",79,0.2,TRUE,TRUE
Mud,2012,PG-13,130,Drama,98,21.6,TRUE,FALSE
No One Lives,2012,R,86,"Horror, Thriller",49,0.0721,FALSE,TRUE
Disconnect,2012,R,115,"Drama, Thriller",68,1.4,FALSE,FALSE
Red Hook Summer,2012,R,121,Drama,58,0.3,FALSE,FALSE
Byzantium,2012,R,118,"Drama, Fantasy, Horror",63,0.0843,TRUE,TRUE
Évocateur: The Morton Downey Jr. Movie,2012,R,90,Documentary,90,0.0215,FALSE,FALSE
It's a Disaster,2012,R,88,"Comedy, Drama",77,0.0572,TRUE,FALSE
Tiger Eyes,2012,PG-13,92,Drama,66,0.0252,TRUE,FALSE
Arthur Newman,2012,R,101,Drama,20,0.2,FALSE,FALSE
Much Ado About Nothing,2012,PG-13,109,"Comedy, Drama, Romance",84,4.3,TRUE,FALSE
Frances Ha,2012,R,86,"Comedy, Drama",93,4.1,TRUE,FALSE
